,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
261,Laura,Campbell,173.27,Italy,Strawberry,0,0,0,6128
262,Deborah,Wright,171.12,Sweden,Chocolate,1,0,0,11852
263,Terri,Malone,184.87,Brazil,Pistachio,0,0,0,7135
264,Alec,Peterson,179.92,China,Strawberry,0,0,0,9237
265,John,Holder,166.94,Japan,Pistachio,0,0,0,9048
266,Stephanie,Smith,166.28,France,Chocolate,0,2,0,5698
267,Tony,Gill,185.08,Finland,Pistachio,1,3,0,13368
268,Daniel,Maldonado,180.21,France,Vanilla,0,2,1,10031
269,Kathryn,Madden,190.14,Australia,Pistachio,0,0,0,2846
270,Jillian,Murray,179.87,France,Chocolate,0,2,0,11032
271,Bradley,Moore,163.23,Denmark,Pistachio,1,2,0,13369
272,William,Werner,199.36,Germany,Mint,0,0,0,9148
273,Anne,Mcintosh,175.49,Brazil,Mint,1,5,0,6968
274,Karla,Daniel,172.72,France,Mint,0,2,0,7951
275,Derrick,Mercer,187.56,Italy,Pistachio,0,0,0,5989
276,Douglas,Hendricks,182.62,Germany,Strawberry,0,0,0,5598
277,Sarah,Robinson,162.86,Finland,Stracciatella,1,1,0,5698
278,Hayden,Edwards,157.28,Italy,Vanilla,0,0,0,4986
279,Ashley,Ward,168.0,Denmark,Strawberry,1,0,0,11116
280,Brooke,Murphy,164.13,Japan,Vanilla,0,3,1,7950
281,Jeremiah,Johnson,164.49,Germany,Vanilla,0,1,1,10609
282,Tony,Adams,180.0,Australia,Pistachio,0,1,0,7899
283,Gregory,Myers,179.75,Australia,Vanilla,0,1,0,12270
284,Christopher,Jimenez,148.07,France,Stracciatella,0,0,1,6459
285,Eric,Mora,176.85,Australia,Stracciatella,1,3,0,8794
286,Jonathon,Lewis,178.01,Canada,Strawberry,0,0,0,3178
287,Matthew,Madden,174.69,Sweden,Strawberry,1,0,0,7989
288,Roger,Keith,164.22,China,Mint,0,1,0,9698
289,Angelica,Craig,166.39,Canada,Stracciatella,1,1,1,12968
290,Bonnie,Cruz,203.85,Japan,Mint,1,4,0,13097
291,Angelica,Harris,162.86,Australia,Vanilla,0,0,1,15022
292,David,Murray,170.44,Finland,Chocolate,0,2,1,2553
293,Noah,Curtis,174.31,Germany,Stracciatella,0,0,0,5648
294,Kylie,Dorsey,159.96,Sweden,Strawberry,1,2,0,8733
295,Alex,Vincent,153.87,Denmark,Strawberry,1,0,0,13680
296,Darrell,Newman,183.49,USA,Vanilla,0,0,1,10781
297,Patricia,Hendricks,162.18,UK,Pistachio,1,2,1,7528
298,Brittany,Molina,173.27,Canada,Strawberry,0,3,0,5894
299,Nathan,Walters,164.79,France,Mint,0,3,0,11853
300,Collin,Johnson,152.07,Italy,Strawberry,0,1,0,3487
301,Alan,Mcdaniel,162.18,France,Pistachio,0,1,0,11595
302,Michael,Bender,157.64,USA,Chocolate,1,1,0,5046
303,Jessica,Harper,173.75,Finland,Pistachio,1,2,0,9346
304,Robert,Marquez,203.85,Sweden,Pistachio,1,2,0,7430
305,Sarah,Hughes,172.83,Sweden,Stracciatella,1,1,0,3972
306,Jason,Ford,162.86,China,Chocolate,0,0,0,6459
307,Brandon,Maldonado,183.65,Canada,Chocolate,1,7,0,12794
308,Jeffrey,Adams,156.88,Norway,Chocolate,1,2,0,11116
309,Emily,Pham,190.46,Denmark,Chocolate,1,1,0,10032
310,Brian,Cain,172.29,France,Strawberry,0,2,1,1693
311,Michael,Harrison,181.45,Sweden,Pistachio,1,2,1,10809
312,Sean,Clark,162.37,Norway,Vanilla,1,3,0,5589
313,Suzanne,Roberson,169.5,China,Chocolate,0,1,0,5974
314,Jonathon,Cox,171.33,Japan,Chocolate,0,0,0,7139
315,Lee,Hubbard,155.94,USA,Pistachio,1,0,0,12659
316,Samantha,Hess,167.48,USA,Mint,0,0,0,11959
317,Harry,Valdez,166.15,Brazil,Mint,0,1,0,8337
318,James,Lambert,149.46,Sweden,Stracciatella,1,1,0,4469
319,Jack,West,163.03,Sweden,Strawberry,1,0,0,5813
320,Jesse,Gardner,171.54,Australia,Chocolate,0,1,1,7775
321,Gloria,Robinson,173.27,Japan,Pistachio,0,0,0,12693
322,Matthew,Davis,161.93,Brazil,Vanilla,1,1,0,4986
323,Cody,Keith,175.08,France,Stracciatella,0,0,0,3763
324,Olivia,Gutierrez,184.79,Brazil,Pistachio,0,0,0,10736
325,Alexander,Walsh,168.29,Denmark,Mint,1,0,0,6449
326,Jonathon,Fleming,161.63,USA,Chocolate,1,0,0,7186
327,Gabriel,Ponce,167.89,Germany,Mint,0,2,1,6083
328,Renee,Rowe,185.24,USA,Chocolate,0,2,1,6359
329,Kevin,Hughes,172.17,Finland,Mint,1,4,1,8707
330,Amanda,Coleman,152.66,Finland,Stracciatella,1,3,0,6978
331,Brian,Smith,160.51,Germany,Chocolate,0,3,0,10788
332,Zachary,Ingram,158.63,Germany,Strawberry,1,3,0,11116
333,Cassandra,Jacobson,191.16,Japan,Chocolate,1,0,0,12822
334,Brent,Perez,153.12,Australia,Stracciatella,0,2,0,10256
335,John,Anderson,168.05,USA,Stracciatella,1,2,0,11852
336,Michelle,Gardner,199.36,Denmark,Vanilla,0,0,1,8312
337,Zoe,Melton,156.45,Canada,Mint,0,1,0,9013
338,Jonathon,Berry,172.83,Canada,Chocolate,0,0,0,10618
339,Jack,Barajas,155.14,Sweden,Pistachio,1,3,0,4986
340,Christopher,Yoder,152.37,Sweden,Mint,1,0,0,7087
341,Jared,Ortiz,167.95,Italy,Mint,0,0,0,7509
342,Maria,Morgan,184.46,USA,Stracciatella,1,1,0,9583
343,Laura,Wise,163.57,Australia,Strawberry,0,0,0,7193
344,Cynthia,Howe,172.83,Sweden,Strawberry,1,3,0,11116
345,Christopher,Richardson,179.92,Finland,Chocolate,1,1,0,1945
346,Carla,Trevino,175.48,Norway,Strawberry,0,3,1,9483
347,Christopher,Harris,153.12,Denmark,Vanilla,1,4,0,4488
348,Michael,Ortiz,166.35,Denmark,Vanilla,1,3,0,5998
349,Amy,West,162.86,Italy,Strawberry,1,5,0,9336
350,Greg,Roberts,171.82,Finland,Stracciatella,1,1,0,12485
351,Brandon,Perez,170.32,Australia,Stracciatella,1,1,0,6336
352,Michael,Lopez,171.82,Brazil,Strawberry,0,0,0,12423
353,Jessica,Mcdaniel,180.63,Italy,Stracciatella,0,0,0,12819
354,Hailey,Sherman,150.29,Norway,Pistachio,1,1,0,10781
355,Brent,Adams,163.28,Norway,Strawberry,0,3,1,9237
356,Courtney,Huber,184.46,USA,Vanilla,0,1,0,11531
357,Amy,French,166.45,UK,Stracciatella,0,0,1,10111
358,Collin,Mcdaniel,174.69,UK,Strawberry,0,0,1,11822
359,Kyle,Walsh,169.96,Sweden,Vanilla,0,1,0,10116
360,Cassandra,Green,175.12,Japan,Pistachio,0,0,0,10111
361,Bradley,Rogers,158.63,Italy,Vanilla,1,1,0,10341
362,Chelsey,Cummings,156.24,Brazil,Pistachio,1,2,0,7528
363,Aaron,Nelson,160.77,France,Vanilla,0,1,1,10116
364,Cassandra,Nielsen,173.96,Norway,Vanilla,1,5,1,3892
365,Jeffrey,Cuevas,173.56,Italy,Stracciatella,0,1,0,9994
366,Marcus,Watkins,186.17,Japan,Vanilla,1,0,1,9982
367,Sandra,Burton,182.71,Germany,Pistachio,0,3,0,8208
368,Heather,Hansen,174.38,USA,Chocolate,0,2,0,8467
369,Andrew,James,191.16,Japan,Pistachio,0,2,0,6943
370,Carrie,Duke,158.67,Finland,Stracciatella,1,0,0,5989
371,Kristen,Daniel,167.34,Australia,Stracciatella,1,1,0,10669
372,Courtney,Petersen,153.45,Denmark,Vanilla,0,1,0,1964
373,Michelle,Prince,166.35,UK,Mint,1,0,1,13993
374,Kristopher,Mercer,177.65,USA,Strawberry,0,1,1,11879
375,Lauren,Turner,177.27,USA,Pistachio,0,1,0,8536
376,Anita,Hess,153.12,Denmark,Pistachio,1,2,0,10809
377,John,Hamilton,183.96,Sweden,Stracciatella,1,2,1,10487
378,Joshua,Costa,178.6,Denmark,Pistachio,1,7,0,6821
379,Kristin,Briggs,183.65,UK,Vanilla,0,3,1,10341
380,Kristie,Cortez,173.05,USA,Mint,0,0,0,5747
381,Joshua,Caldwell,166.89,Japan,Stracciatella,1,0,0,7524
382,Kyle,Mckenzie,189.48,Denmark,Strawberry,1,2,0,9434
383,Cassandra,Anthony,156.45,China,Pistachio,0,2,0,8088
384,David,Poole,174.99,Germany,Chocolate,0,1,0,7033
385,Debbie,Wheeler,163.23,Italy,Mint,0,0,0,5974
386,Rodney,Gonzalez,174.69,China,Mint,0,0,0,10781
387,Andrew,Ortega,170.61,Canada,Stracciatella,0,1,0,6128
388,Breanna,Hill,203.85,Denmark,Strawberry,1,1,0,6244
389,Harry,Fleming,166.15,Norway,Strawberry,1,0,0,12453
390,Alex,Johnson,150.29,Italy,Stracciatella,0,1,0,9585
391,Tracy,Valdez,163.35,USA,Mint,0,3,0,8530
392,Jennifer,Kennedy,175.82,UK,Pistachio,0,4,1,4978
393,Jacob,Lara,174.07,Finland,Mint,1,3,0,12376
394,Raymond,Leon,173.51,Australia,Stracciatella,1,0,0,7139
395,Andrew,Santos,179.75,China,Stracciatella,0,0,1,7554
396,Leonard,Rich,165.9,Sweden,Pistachio,1,0,0,7528
397,Susan,Mckay,159.9,Finland,Stracciatella,1,3,0,12794
398,Rachel,Barry,177.47,China,Mint,0,1,0,8707
399,Jennifer,Fuentes,168.0,UK,Vanilla,0,2,1,8530
400,William,Brown,166.45,Japan,Vanilla,0,0,0,2630
401,Kristi,Taylor,168.73,Italy,Vanilla,0,0,1,6027
402,Sarah,Ibarra,173.2,Italy,Strawberry,1,2,0,7304
403,Amanda,Clements,173.05,UK,Mint,0,1,1,8214
404,Tricia,Berry,168.36,Sweden,Pistachio,1,1,0,1696
405,Terri,Lambert,159.53,Japan,Strawberry,1,3,0,3137
406,Lorraine,Dorsey,162.18,Germany,Strawberry,0,0,0,10769
