First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Sandy,Sanford,137.7,Germany,Stracciatella,1,3,1,18724.0
Bridget,Gill,166.85,Japan,Strawberry,1,3,0,5135.0
Andrew,Villegas,158.83,UK,Mint,0,6,1,10166.0
Alex,Frederick,149.33,Norway,Pistachio,0,4,1,13940.0
Charles,Conway,173.77,Germany,Pistachio,0,0,1,1039.0
Raven,Solis,186.49,Australia,Vanilla,0,6,0,12966.0
Rebekah,Espinoza,186.06,Australia,Stracciatella,0,2,0,8056.0
Laura,Bryan,154.89,China,Vanilla,1,2,1,13477.0
Mario,Bryant,140.09,USA,Chocolate,0,5,0,12658.0
Bradley,Smith,168.49,Italy,Strawberry,0,3,1,10193.0
Randy,Villa,183.97,Japan,Chocolate,1,1,1,13186.0
Natalie,Smith,149.58,Canada,Strawberry,1,4,1,3281.0
Andrea,Ramos,135.99,USA,Chocolate,1,2,1,18536.0
Felicia,Mercer,166.18,Germany,Pistachio,1,7,1,1742.0
Kevin,Mcintosh,198.08,Sweden,Stracciatella,1,2,0,8811.0
Stacey,Howe,148.26,USA,Chocolate,0,7,0,7813.0
Dawn,Kelly,134.99,UK,Pistachio,0,1,0,5605.0
Spencer,Davidson,184.14,Canada,Strawberry,0,2,0,1794.0
Sheila,Nunez,200.61,China,Chocolate,1,1,0,2021.0
Christy,Esparza,143.64,Brazil,Chocolate,0,2,1,8370.0
Lucas,Dorsey,174.44,Finland,Stracciatella,1,3,1,8106.0
Gordon,Brown,172.89,Norway,Stracciatella,0,1,0,3240.0
Anna,Soto,150.82,Brazil,Mint,1,2,1,16132.0
Erika,Bell,137.36,UK,Pistachio,0,8,1,9567.0
Valerie,Grant,156.37,USA,Vanilla,1,6,1,5906.0
Jared,Schwartz,187.05,Italy,Strawberry,1,0,1,18262.0
Vanessa,Frank,153.85,Italy,Stracciatella,0,1,0,10755.0
Rachel,Wagner,154.86,Brazil,Pistachio,1,0,0,6496.0
Edward,Cuevas,162.5,UK,Pistachio,1,5,0,10404.0
Cameron,Morse,195.94,Brazil,Mint,0,8,1,6805.0
Nicole,Phillips,165.66,Brazil,Mint,0,9,0,18051.0
Johnathan,Morgan,159.77,Italy,Stracciatella,1,7,1,8748.0
Todd,Marquez,174.61,Finland,Vanilla,0,5,0,17003.0
Seth,Pruitt,199.63,Japan,Stracciatella,1,5,1,15092.0
Krista,Combs,136.48,Canada,Strawberry,0,4,0,2058.0
Bridget,Freeman,173.63,Norway,Pistachio,0,6,0,1860.0
Robin,Cervantes,144.59,Australia,Pistachio,0,6,1,1197.0
Lee,Cook,170.97,Australia,Stracciatella,1,4,0,16529.0
Kristen,Neal,143.72,USA,Strawberry,0,6,1,18588.0
Misty,Keller,205.59,Norway,Chocolate,0,3,0,2655.0
Gene,Marquez,196.41,China,Vanilla,1,0,0,15719.0
Ryan,Nash,155.84,France,Vanilla,1,9,1,5703.0
Perry,Braun,193.36,Brazil,Chocolate,1,1,1,18894.0
Lucas,Espinoza,181.15,China,Vanilla,1,8,0,2072.0
Chad,Arnold,137.94,Germany,Pistachio,0,3,1,11420.0
Terrence,Gould,202.47,Sweden,Vanilla,1,4,1,2441.0
Ashlee,Schneider,201.36,Australia,Stracciatella,1,5,1,9780.0
Marcus,Cortez,134.2,Australia,Stracciatella,0,1,1,8284.0
Stacey,Frey,186.54,Norway,Pistachio,0,3,0,11876.0
Vernon,Mann,146.03,Brazil,Pistachio,0,2,1,2001.0
Mario,Ellis,134.06,Norway,Mint,1,2,0,2024.0
Regina,Mahoney,172.28,Italy,Strawberry,0,6,1,6326.0
Toni,Owens,180.42,Canada,Mint,1,0,0,6093.0
Kara,Jacobs,165.03,Norway,Pistachio,1,8,1,13772.0
Kristopher,Skinner,203.14,Australia,Chocolate,0,0,0,11953.0
Whitney,Spencer,188.66,Australia,Pistachio,1,2,1,2434.0
Nathan,Arias,163.28,Canada,Stracciatella,1,5,1,4691.0
Eric,Day,193.73,France,Chocolate,1,3,0,3634.0
Eugene,Walsh,195.23,Finland,Chocolate,0,0,0,9344.0
Andrew,Robertson,143.79,Canada,Stracciatella,1,8,1,5790.0
Xavier,Carter,196.31,Denmark,Mint,1,6,0,17077.0
Kathy,Ramsey,172.02,Japan,Stracciatella,1,8,1,1743.0
Derek,Prince,201.39,Italy,Strawberry,1,4,0,7568.0
Diana,Gordon,204.02,USA,Stracciatella,0,9,1,7972.0
Jonathan,Hebert,140.2,Australia,Stracciatella,0,5,0,13478.0
Jeremiah,Hall,193.61,Australia,Mint,0,8,0,14073.0
Nathan,Cunningham,167.93,China,Vanilla,1,5,1,6270.0
Deanna,Cherry,180.71,China,Vanilla,0,0,0,7312.0
Noah,Schwartz,185.9,Japan,Mint,0,9,0,3642.0
Gilbert,Turner,193.59,Japan,Chocolate,1,9,0,18990.0
Valerie,Phillips,189.28,USA,Mint,1,4,0,3906.0
Nicole,Hess,151.61,UK,Strawberry,1,1,0,1731.0
Carrie,Li,162.11,Japan,Chocolate,1,3,0,4697.0
Jimmy,Kramer,175.34,China,Pistachio,0,7,0,7423.0
Dylan,Griffin,167.86,Denmark,Strawberry,0,7,1,14963.0
Lee,Warren,139.02,Japan,Mint,1,3,0,15193.0
Alejandra,Copeland,135.58,Canada,Mint,1,0,0,8520.0
Logan,Oconnor,201.8,Finland,Mint,1,0,1,17997.0
Seth,Marsh,171.62,France,Vanilla,1,2,0,13377.0
Stephen,Dennis,140.37,Denmark,Strawberry,0,7,1,11664.0
Chelsea,Benjamin,140.17,Finland,Strawberry,1,9,0,6573.0
Tracy,Buckley,172.15,Australia,Strawberry,1,2,0,4847.0
Joshua,Simon,157.32,Brazil,Chocolate,1,2,1,4023.0
Tonya,Arnold,151.53,Australia,Pistachio,0,2,1,7901.0
Lisa,Thomas,197.98,Finland,Strawberry,1,7,1,11650.0
Darren,Jacobson,145.9,Italy,Vanilla,1,5,0,7439.0
Erin,Jennings,144.76,China,Vanilla,1,3,1,1157.0
Russell,Robles,181.59,Norway,Vanilla,1,5,1,2025.0
Alicia,Smith,148.81,Sweden,Mint,0,0,0,15341.0
Bridget,Maxwell,188.92,Finland,Pistachio,0,8,0,8301.0
Audrey,Diaz,163.48,Brazil,Mint,0,3,1,4011.0
Claudia,Morrison,177.1,Norway,Vanilla,0,8,1,16589.0
Michael,Ortega,173.41,Norway,Pistachio,1,8,1,2815.0
Marissa,Ortega,200.75,Germany,Stracciatella,1,2,1,4047.0
Gregory,Norris,205.58,Denmark,Vanilla,1,4,0,6184.0
Desiree,Perez,179.28,China,Mint,0,2,1,10914.0
Brent,Coleman,159.24,Norway,Chocolate,0,9,0,10022.0
Theodore,Stewart,172.6,Sweden,Vanilla,0,5,1,8462.0
Brittany,Burgess,183.28,France,Strawberry,0,3,0,8301.0
Alejandra,Gordon,135.49,Sweden,Stracciatella,0,1,1,18426.0
Richard,Farrell,198.8,Japan,Mint,0,4,0,19006.0
Anna,Lin,193.51,France,Strawberry,1,5,0,7963.0
Steve,Rodriguez,167.42,UK,Chocolate,0,2,0,12489.0
Christy,Hampton,155.95,Canada,Vanilla,1,8,0,16861.0
Tiffany,Figueroa,152.37,Finland,Pistachio,0,1,1,13192.0
Elizabeth,Mitchell,191.53,Germany,Stracciatella,1,2,1,4703.0
Ruben,Grant,198.46,Canada,Vanilla,0,4,0,1687.0
Darlene,Shelton,195.08,Norway,Strawberry,0,0,0,10051.0
Jeremy,Fletcher,157.19,Canada,Mint,1,1,1,8205.0
Mark,Torres,135.05,China,Chocolate,1,6,0,13450.0
Heather,Shea,199.33,Sweden,Stracciatella,1,4,1,10405.0
Kristin,Woods,164.04,Canada,Stracciatella,1,0,0,6020.0
Holly,Jordan,203.36,Italy,Pistachio,1,9,0,9057.0
Natasha,Mathis,157.98,Germany,Mint,1,0,1,11619.0
Dakota,Ellis,171.85,Denmark,Stracciatella,1,8,0,16492.0
Ann,Rowland,187.03,Australia,Chocolate,1,1,1,8344.0
Dustin,Hendrix,157.19,China,Strawberry,1,5,1,1068.0
Ruth,Nguyen,133.92,Canada,Stracciatella,1,6,0,1731.0
Erica,Wise,181.46,Canada,Chocolate,0,3,0,7469.0
Makayla,Richardson,169.02,Italy,Mint,1,5,0,12642.0
Johnathan,Caldwell,202.08,Sweden,Chocolate,0,2,0,6010.0
Lisa,Hancock,192.5,Canada,Stracciatella,1,9,1,3561.0
