First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Glenda,Moore,172.75,Sweden,Pistachio,0,0,1,8854.0
Kathleen,Winters,143.48,Denmark,Stracciatella,0,7,0,16249.0
Nicole,Gutierrez,163.94,Sweden,Vanilla,1,0,0,4073.0
Edward,Griffith,158.26,Finland,Vanilla,0,1,1,15440.0
Dorothy,Winters,156.54,China,Stracciatella,0,0,1,16090.0
Adam,Meadows,152.99,Sweden,Chocolate,1,7,1,15885.0
Craig,Boyd,177.27,Germany,Chocolate,1,7,1,9179.0
Raymond,Watts,148.89,Sweden,Chocolate,1,3,0,16264.0
Kelsey,May,186.47,France,Stracciatella,1,4,1,11583.0
Alex,Landry,145.58,Canada,Strawberry,1,0,1,5084.0
Michael,Gross,168.93,China,Stracciatella,0,1,1,3477.0
Walter,Keith,160.5,Denmark,Chocolate,1,6,0,18015.0
Andrea,Wheeler,180.31,USA,Pistachio,1,3,0,9082.0
Mary,Crawford,165.92,Japan,Pistachio,1,5,0,8267.0
Jeffrey,Jacobs,151.89,Denmark,Mint,0,2,0,12174.0
Deanna,Morris,180.81,France,Strawberry,0,1,1,6469.0
Kylie,Collier,169.94,China,Chocolate,1,0,0,12395.0
Caroline,Spence,153.33,Australia,Chocolate,1,6,0,10951.0
Sharon,Santos,151.65,Denmark,Vanilla,0,0,1,5976.0
Kristen,Watson,185.77,Sweden,Pistachio,0,0,1,12481.0
Tom,Dyer,166.22,Finland,Pistachio,0,0,0,12021.0
Charlene,Yates,147.58,Australia,Stracciatella,0,0,0,11627.0
Kevin,Collier,162.37,Canada,Strawberry,1,0,1,3275.0
Yvette,Mccann,153.87,Sweden,Chocolate,1,7,1,11343.0
Ian,Curtis,187.99,Germany,Vanilla,0,2,0,8870.0
Kathryn,Little,193.29,USA,Stracciatella,0,0,1,16888.0
Misty,Hinton,195.58,Denmark,Mint,1,1,0,10212.0
Stacey,Summers,180.47,Sweden,Pistachio,0,0,1,6585.0
Barbara,Stanley,138.26,China,Chocolate,1,6,0,17545.0
Alexandria,Brock,153.93,Australia,Chocolate,1,7,0,6423.0
Caitlin,Doyle,192.8,China,Stracciatella,0,3,1,13679.0
Lars,Sweeney,174.04,Norway,Stracciatella,0,1,1,2948.0
Grace,Chan,202.52,Italy,Strawberry,0,5,0,1869.0
John,Villegas,147.48,Sweden,Strawberry,1,4,0,3026.0
Michelle,Newton,165.65,Finland,Pistachio,1,1,0,1382.0
Bethany,Patel,149.89,Australia,Pistachio,1,4,1,7877.0
Jerry,Fox,165.62,Australia,Chocolate,1,6,0,9560.0
Clinton,Hines,156.78,USA,Stracciatella,0,7,0,6912.0
Sergio,Gross,137.87,Sweden,Chocolate,1,7,1,6490.0
Jose,Vincent,199.04,Canada,Strawberry,1,3,1,5868.0
William,Meza,144.35,Italy,Vanilla,1,0,0,2990.0
Jared,Anthony,177.97,Italy,Strawberry,1,4,0,13189.0
Melanie,Monroe,146.51,UK,Mint,1,3,1,3407.0
Kayla,Stephens,173.53,China,Stracciatella,0,7,1,1144.0
Lori,Santana,146.36,Norway,Pistachio,0,4,1,12475.0
Kathryn,Allison,138.19,USA,Vanilla,0,0,0,1569.0
Victor,Gross,197.21,Canada,Mint,1,6,0,13137.0
Hannah,Allison,151.72,Australia,Chocolate,0,6,0,15182.0
Patricia,Cantrell,151.54,Canada,Strawberry,1,0,1,14026.0
Tanya,Chavez,190.58,Canada,Strawberry,0,1,1,9821.0
Tanya,Barber,146.63,Australia,Chocolate,0,3,0,8028.0
Anthony,Brewer,201.01,France,Strawberry,1,0,1,12880.0
Benjamin,Barber,177.28,Italy,Pistachio,1,3,0,1968.0
Ruth,Hall,184.48,Finland,Vanilla,1,1,1,8568.0
Tom,Sullivan,172.22,Australia,Stracciatella,0,7,0,13488.0
Ryan,Chandler,165.91,UK,Pistachio,0,0,0,9278.0
Raymond,Huerta,191.66,Germany,Pistachio,0,0,1,16114.0
Sheena,Collier,160.05,Finland,Mint,1,6,1,17624.0
Kathy,Stuart,188.71,China,Chocolate,0,5,0,12308.0
Margaret,Everett,164.94,China,Stracciatella,0,0,1,16451.0
Tommy,Shelton,201.61,Finland,Vanilla,0,0,1,12967.0
Jim,Chandler,176.47,Sweden,Pistachio,0,0,1,12047.0
Joshua,Tucker,142.76,France,Strawberry,0,1,1,6180.0
Krista,Davenport,179.96,Denmark,Mint,1,3,1,5887.0
Isaac,Higgins,168.15,Australia,Chocolate,1,6,0,3381.0
Nicole,Spence,137.33,Sweden,Chocolate,0,6,0,12735.0
Louis,Hunter,150.45,Finland,Mint,1,1,1,9004.0
Ashley,Alvarez,171.76,USA,Pistachio,0,0,0,14142.0
Taylor,Mendoza,195.43,Sweden,Stracciatella,0,7,0,2957.0
Melvin,Gross,183.73,Australia,Chocolate,1,7,0,6840.0
Deanna,Dunn,140.8,Australia,Chocolate,0,3,0,17703.0
Clinton,Brewer,160.88,China,Vanilla,1,0,1,12992.0
Dylan,Lawson,160.54,Canada,Chocolate,1,0,0,8438.0
Christine,Dennis,152.27,Finland,Vanilla,1,1,1,6275.0
Laura,Daniels,190.8,Norway,Pistachio,0,0,1,17507.0
Albert,Anthony,160.92,Sweden,Strawberry,0,5,0,16204.0
Kevin,Alexander,153.75,Canada,Strawberry,0,0,1,15147.0
Jack,Lawrence,192.65,Canada,Strawberry,1,3,1,10770.0
Francis,Lopez,139.39,France,Pistachio,0,4,1,6008.0
Kim,Morales,159.93,Denmark,Mint,1,3,1,1695.0
Tracy,Jones,137.61,Finland,Vanilla,1,1,1,17460.0
Dylan,Gaines,157.26,France,Strawberry,1,3,1,11083.0
Sonia,Stuart,154.57,Denmark,Mint,1,3,1,7817.0
Jimmy,Best,176.24,Italy,Pistachio,0,0,1,2357.0
Cynthia,Little,152.48,China,Stracciatella,0,1,1,1804.0
Jasmine,Valenzuela,199.16,France,Strawberry,1,0,1,1793.0
Paul,Beltran,164.05,Canada,Mint,1,0,0,16289.0
Edgar,Webster,181.08,Sweden,Chocolate,0,6,0,10879.0
Renee,Wallace,164.67,Japan,Pistachio,0,0,1,5126.0
John,Cline,201.04,Finland,Mint,0,1,1,8476.0
Carolyn,Bartlett,187.38,Denmark,Stracciatella,0,7,0,3587.0
Karen,Gomez,139.56,France,Strawberry,0,0,1,2415.0
Kevin,Gordon,155.31,Australia,Chocolate,1,6,0,9479.0
Charles,Parsons,173.46,Finland,Pistachio,1,3,0,6342.0
Bruce,Howell,197.79,China,Chocolate,0,5,0,1582.0
Jason,Bird,196.34,Canada,Strawberry,0,1,1,6706.0
Carolyn,Dean,146.67,Denmark,Mint,1,4,1,4021.0
Joann,Carey,155.78,Sweden,Stracciatella,0,7,0,4823.0
Marie,Edwards,183.26,Denmark,Mint,0,1,1,8237.0
Carolyn,Sexton,189.18,Canada,Strawberry,1,0,1,14091.0
Rodney,Soto,192.67,Denmark,Stracciatella,0,0,0,5218.0
Francis,Webb,188.95,Finland,Stracciatella,0,0,1,9757.0
Lisa,Bryan,137.07,Sweden,Stracciatella,0,3,0,13365.0
Cole,Pena,136.88,Australia,Mint,0,1,0,8828.0
Bailey,Riggs,148.29,Finland,Vanilla,0,3,0,2853.0
Andre,Klein,175.01,USA,Pistachio,0,0,0,5823.0
Christine,Barker,157.08,Italy,Mint,1,1,0,11941.0
Jared,Rosario,179.79,Canada,Strawberry,0,0,1,15256.0
Gabriel,Fox,164.8,Australia,Chocolate,1,6,0,6422.0
Brianna,Garrett,157.67,Canada,Strawberry,1,1,1,14791.0
Cole,Carter,182.49,Denmark,Mint,0,1,0,11896.0
Katherine,King,150.58,France,Strawberry,1,1,1,11015.0
Neil,French,145.67,Denmark,Stracciatella,0,3,1,16476.0
Brandon,Rollins,183.78,Sweden,Stracciatella,0,7,0,10206.0
Jodi,Farrell,194.66,Canada,Strawberry,0,5,1,10371.0
Christine,Warner,141.61,Sweden,Strawberry,1,4,0,3457.0
Laurie,Duarte,186.09,Denmark,Vanilla,1,1,1,4908.0
Denise,Wise,178.99,Norway,Pistachio,0,0,1,15149.0
Sarah,Rowland,148.3,Norway,Pistachio,0,4,1,15415.0
Gregory,Sims,197.38,UK,Mint,0,1,1,7771.0
Lauren,Moran,137.74,Sweden,Chocolate,1,6,0,12890.0
Rose,Carpenter,151.05,Canada,Stracciatella,0,7,0,17766.0
Shelby,Young,146.0,Finland,Stracciatella,0,0,1,12137.0
Savannah,Gordon,139.7,Japan,Pistachio,0,0,1,11709.0
Casey,Sexton,168.08,Italy,Pistachio,1,4,1,2941.0
Gerald,Keith,142.22,Canada,Chocolate,0,3,0,7183.0
Shaun,Dennis,195.25,Sweden,Pistachio,1,4,1,17634.0
Mary,Dean,202.18,Denmark,Mint,1,7,0,16056.0
Tony,Garrett,165.78,Norway,Pistachio,0,0,1,18064.0
Christopher,Howell,160.01,Sweden,Stracciatella,0,0,1,10240.0
Kelsey,Stanton,153.17,Australia,Chocolate,1,6,0,1932.0
Brooke,Aguilar,168.18,Finland,Vanilla,0,1,1,11253.0
Francisco,Gregory,178.94,Denmark,Stracciatella,0,0,1,12030.0
Caroline,Parker,166.12,China,Vanilla,1,1,1,2663.0
Erica,Foster,167.73,Germany,Chocolate,1,4,1,11545.0
Rebecca,Harrington,137.94,Japan,Stracciatella,0,7,1,7176.0
Martha,Webster,144.21,Canada,Chocolate,0,6,0,7587.0
Stephanie,Barrera,168.82,Canada,Chocolate,1,0,0,14622.0
Eddie,Sexton,172.07,France,Pistachio,1,4,1,4510.0
Kylie,Jenkins,194.1,Canada,Vanilla,1,1,1,8437.0
Kylie,French,145.0,USA,Vanilla,1,0,0,10487.0
Douglas,Wyatt,187.92,Canada,Strawberry,0,1,1,9352.0
Francis,Jacobs,152.79,Sweden,Chocolate,0,5,0,15162.0
Derek,Arellano,137.08,USA,Vanilla,1,2,0,10856.0
Aimee,Hubbard,140.59,Sweden,Pistachio,0,0,1,10544.0
Molly,Allison,150.22,Finland,Stracciatella,0,1,0,10969.0
Jill,Graves,168.53,Australia,Stracciatella,0,7,0,1590.0
Anita,Casey,198.98,Italy,Pistachio,0,0,0,10457.0
Eddie,Barrera,201.29,Denmark,Mint,1,3,1,16753.0
Misty,Jenkins,165.38,Japan,Pistachio,0,0,0,6169.0
Cassie,Melton,186.83,Finland,Stracciatella,0,0,1,3129.0
Monique,Torres,163.95,Denmark,Vanilla,1,6,1,16439.0
Gene,Garcia,169.6,Denmark,Mint,0,1,1,11456.0
Timothy,Blackwell,185.35,Norway,Pistachio,0,4,1,16087.0
James,Joseph,160.0,Denmark,Chocolate,1,7,0,9732.0
Russell,Alexander,168.69,Finland,Vanilla,1,1,1,6584.0
Patricia,Lopez,140.53,UK,Mint,1,1,1,11416.0
Erika,Stone,191.5,USA,Vanilla,0,0,0,1872.0
Heather,Kerr,150.68,China,Stracciatella,1,4,1,18019.0
Brian,Frey,172.67,Italy,Pistachio,0,0,0,1559.0
Krista,Daniel,142.84,Italy,Pistachio,0,0,0,15091.0
Earl,Villegas,166.59,Sweden,Strawberry,1,4,0,1020.0
Priscilla,Hogan,201.11,Denmark,Mint,0,2,1,4225.0
Chris,Vega,171.5,Australia,Stracciatella,0,1,0,10209.0
Daniel,Curtis,199.69,Canada,Strawberry,1,0,1,14553.0
Brian,Schultz,164.31,Canada,Vanilla,1,6,1,11719.0
Thomas,Norman,147.96,Italy,Vanilla,0,3,0,8570.0
Trevor,Wolfe,154.29,Sweden,Vanilla,0,2,0,6592.0
Cheryl,Jennings,156.44,China,Mint,1,0,0,11311.0
Suzanne,Greer,148.91,China,Stracciatella,0,0,1,14364.0
Mark,Garcia,162.64,UK,Mint,0,1,1,11927.0
Javier,Villegas,168.16,China,Pistachio,0,0,0,2448.0
Keith,Nelson,190.47,China,Chocolate,0,6,0,8752.0
Annette,Garrett,157.3,Finland,Vanilla,1,0,1,13043.0
Debbie,Gonzalez,165.48,Australia,Chocolate,1,3,0,1525.0
Lars,Rice,198.26,Denmark,Chocolate,1,0,0,12291.0
Brandy,Avila,169.26,China,Chocolate,0,6,0,6890.0
Deanna,Graham,190.51,Japan,Stracciatella,0,1,1,5931.0
Jessica,Allison,146.6,Denmark,Stracciatella,0,1,1,7503.0
Jimmy,Dunn,183.39,UK,Mint,0,2,1,16992.0
Kylie,Casey,151.12,USA,Pistachio,0,0,0,7806.0
Lacey,Marks,172.97,Canada,Vanilla,1,0,0,12090.0
Keith,Fields,140.49,Australia,Chocolate,0,3,0,12045.0
Joshua,Dennis,154.85,USA,Vanilla,0,0,0,10148.0
Robin,Berger,156.1,China,Stracciatella,0,0,1,7919.0
Thomas,Mccann,197.32,Australia,Chocolate,1,6,0,10785.0
Kristen,Duncan,174.6,China,Chocolate,1,7,0,3586.0
Lori,Miles,165.28,Denmark,Mint,0,3,1,2658.0
Julia,Vasquez,158.13,Australia,Stracciatella,0,1,0,2380.0
Curtis,Sims,146.3,China,Chocolate,1,6,0,4650.0
Patricia,Greene,144.99,China,Chocolate,0,5,0,14392.0
Edgar,Hill,168.77,USA,Stracciatella,0,7,0,1406.0
Raymond,Green,191.53,Finland,Chocolate,0,5,1,17915.0
Francis,Kerr,190.44,China,Chocolate,1,6,0,1934.0
Arthur,Rogers,169.81,Sweden,Chocolate,1,6,0,7324.0
Gordon,Cooper,171.67,Canada,Mint,0,1,0,14904.0
Jeffrey,Mendoza,141.34,France,Mint,0,1,0,11633.0
Brian,Barrett,153.17,Germany,Vanilla,0,3,0,5657.0
Sheryl,Ryan,143.02,Finland,Vanilla,0,3,0,15017.0
Allison,Gonzalez,146.46,Australia,Chocolate,1,6,0,14843.0
Victor,Mcgrath,179.27,China,Stracciatella,1,1,1,9486.0
Nicole,Wright,164.86,Sweden,Strawberry,0,5,0,10269.0
Regina,Harmon,157.74,Denmark,Chocolate,1,6,0,16006.0
Kathryn,Clark,176.1,Norway,Stracciatella,0,0,1,3998.0
Collin,Villegas,166.53,China,Chocolate,1,6,0,7459.0
Corey,Best,157.45,Germany,Pistachio,0,5,1,11338.0
Regina,Shelton,146.31,Australia,Chocolate,1,6,0,11621.0
Rose,Daniels,168.09,Norway,Stracciatella,0,0,1,5611.0
Sarah,Malone,151.63,China,Chocolate,1,6,0,5538.0
Nichole,Berry,142.95,Denmark,Stracciatella,0,0,1,7051.0
Rebecca,Pena,192.53,China,Chocolate,1,6,0,17458.0
Tanner,Carey,142.5,Canada,Stracciatella,0,0,1,17875.0
Jack,Carey,177.04,China,Stracciatella,0,0,1,16248.0
Karen,Santos,192.53,Italy,Pistachio,0,0,0,10985.0
Cory,Mejia,166.38,Denmark,Vanilla,1,0,1,12479.0
Carl,Mcconnell,189.24,China,Stracciatella,0,3,1,9844.0
Hailey,Mcconnell,168.96,Denmark,Vanilla,1,0,1,15986.0
Lauren,Collier,151.22,Sweden,Chocolate,0,6,0,16848.0
Theodore,Warner,161.15,China,Chocolate,0,5,0,9988.0
Derrick,Miles,137.09,China,Chocolate,0,5,0,9369.0
Isaac,Kline,149.16,China,Chocolate,1,6,0,12318.0
Brett,Frank,194.69,Denmark,Stracciatella,0,1,1,10851.0
Savannah,Gordon,163.57,Sweden,Strawberry,1,4,0,3804.0
Nichole,Henry,143.69,Denmark,Stracciatella,0,0,1,6293.0
Brad,Schultz,149.53,Finland,Vanilla,1,1,1,13821.0
Judith,Herrera,162.31,Italy,Stracciatella,0,7,0,15596.0
Kylie,Johnson,196.74,Japan,Stracciatella,0,0,1,8825.0
Diane,Alvarez,165.33,Sweden,Pistachio,0,0,1,13370.0
Gerald,Evans,179.37,China,Vanilla,1,1,1,17187.0
Brittney,Jones,171.76,Finland,Vanilla,1,6,1,17610.0
Erica,Miles,171.01,Sweden,Chocolate,0,6,0,2477.0
Ronald,Harris,144.45,UK,Mint,1,3,1,13337.0
Bruce,Bruce,183.56,Canada,Mint,0,1,0,7817.0
Karla,Burgess,147.12,Sweden,Chocolate,0,3,1,13288.0
Angela,Hood,147.09,Sweden,Chocolate,1,0,0,7954.0
Hayley,Mcconnell,142.64,USA,Vanilla,1,2,0,9173.0
Gary,Gordon,200.01,Finland,Vanilla,1,2,0,6687.0
Hayley,Hill,195.25,Canada,Strawberry,0,1,1,4538.0
Janet,Washington,173.12,Sweden,Chocolate,1,6,0,17709.0
Tyrone,Stephenson,161.9,USA,Pistachio,0,0,0,13165.0
Tracy,Hooper,141.77,Canada,Chocolate,0,5,0,5423.0
Philip,Jackson,147.99,Canada,Strawberry,0,0,1,16864.0
Robert,Berger,140.19,Italy,Pistachio,0,0,0,16075.0
Catherine,Porter,149.26,Norway,Stracciatella,0,1,1,14640.0
Kristy,Ho,162.13,Canada,Chocolate,0,6,0,8972.0
Deborah,Munoz,168.3,Canada,Stracciatella,0,0,0,13647.0
Johnny,Mcgrath,198.98,Canada,Mint,1,6,0,10139.0
Betty,Thomas,139.16,Denmark,Vanilla,1,1,1,17856.0
Melvin,Weeks,179.59,Australia,Chocolate,1,6,0,2140.0
Miguel,Joseph,165.83,China,Chocolate,1,0,0,17899.0
Kiara,Blankenship,202.09,Italy,Pistachio,0,0,0,5972.0
Brad,Roth,156.14,China,Chocolate,0,3,0,2133.0
Melvin,Hopkins,191.88,USA,Vanilla,0,0,0,6446.0
Arthur,Little,173.78,Italy,Stracciatella,0,0,0,8930.0
Marcus,Flores,200.97,Finland,Stracciatella,0,1,1,10743.0
Carol,Russo,201.08,Canada,Strawberry,0,1,1,5471.0
Kara,Jenkins,194.91,China,Vanilla,1,1,1,15361.0
Dean,Hunt,183.84,Sweden,Chocolate,1,7,0,4965.0
Kristy,Hubbard,183.16,Finland,Pistachio,0,4,1,13047.0
Laurie,Alvarado,138.58,Canada,Chocolate,1,6,0,17732.0
Phillip,House,198.79,Sweden,Strawberry,1,4,0,9405.0
Kara,Ortega,178.74,China,Stracciatella,1,4,1,15658.0
Martha,Lowe,169.16,China,Chocolate,0,5,0,3406.0
Isaac,Miles,150.46,Denmark,Stracciatella,0,0,1,15077.0
Debbie,Wilson,176.8,Finland,Stracciatella,0,1,0,16068.0
Diana,Hayes,157.11,Canada,Stracciatella,0,3,1,11395.0
Anna,Roth,179.13,Australia,Chocolate,0,5,0,7431.0
Bailey,Villegas,182.76,Sweden,Chocolate,1,6,0,10340.0
April,Woodward,197.3,Canada,Chocolate,0,5,0,17470.0
Clinton,Wong,157.59,Canada,Vanilla,1,1,1,16552.0
David,Klein,141.97,Sweden,Pistachio,1,4,1,13062.0
Cody,Rosario,179.72,China,Vanilla,0,0,1,12263.0
Julie,Gordon,190.11,China,Stracciatella,0,1,1,10544.0
Jasmine,Preston,152.12,Sweden,Strawberry,1,4,0,10528.0
Trevor,Boyle,144.55,Finland,Vanilla,1,2,1,16451.0
Erika,Fisher,169.44,Finland,Pistachio,0,0,0,1110.0
Alejandra,Wong,166.4,Finland,Vanilla,1,1,1,11350.0
Krystal,Adams,145.33,Finland,Chocolate,0,3,1,17549.0
Tyrone,Wyatt,150.08,Norway,Stracciatella,0,0,1,2483.0
Margaret,Dorsey,188.07,Finland,Vanilla,1,0,1,12073.0
Emily,Henry,167.08,Canada,Mint,1,0,0,6874.0
Gabriel,Harmon,202.57,Sweden,Chocolate,1,6,0,16120.0
Katie,Ware,201.53,France,Strawberry,1,3,1,8983.0
Isaac,Torres,197.36,Finland,Pistachio,0,0,0,14069.0
Sharon,Berry,181.06,Australia,Mint,1,6,0,1909.0
Harry,Walsh,165.81,Germany,Chocolate,1,7,1,1145.0
Zoe,Dunn,149.87,Denmark,Chocolate,0,3,0,18005.0
Laura,Allison,138.76,USA,Stracciatella,0,3,0,4975.0
Jonathan,Marks,169.9,Sweden,Chocolate,1,3,1,13799.0
Aaron,Leach,178.95,Canada,Strawberry,1,0,1,10644.0
Johnny,Everett,193.91,USA,Stracciatella,0,0,1,6378.0
Victor,Jefferson,180.27,Sweden,Pistachio,0,0,1,16009.0
Shelley,Mooney,156.03,Canada,Strawberry,1,0,1,10753.0
Jim,Anthony,157.5,Canada,Vanilla,0,6,1,12276.0
Sharon,Ford,185.24,Sweden,Stracciatella,0,3,1,17357.0
Albert,Riley,168.12,Sweden,Strawberry,0,5,0,18121.0
Cristina,Riley,180.41,China,Stracciatella,0,1,1,6542.0
Latoya,Dyer,202.31,Sweden,Strawberry,0,5,0,1260.0
Charles,Ross,153.84,China,Chocolate,0,6,0,3377.0
Meghan,Gray,144.85,Germany,Chocolate,1,7,1,8739.0
Michael,Cummings,195.95,Denmark,Mint,0,1,0,8138.0
Gene,Lee,199.12,Australia,Chocolate,0,3,0,7159.0
Bryan,Ramirez,197.65,Australia,Chocolate,0,6,0,6124.0
Raymond,Norman,158.55,Australia,Chocolate,1,7,0,7098.0
Timothy,Wheeler,182.75,China,Stracciatella,0,0,1,14512.0
Susan,Bond,173.55,Canada,Stracciatella,0,3,0,4509.0
Miranda,Powers,155.06,Finland,Vanilla,0,2,1,5351.0
Laurie,Alvarado,141.28,Australia,Chocolate,1,7,0,8702.0
Richard,Woods,177.48,Canada,Strawberry,0,0,1,10221.0
Tracey,Munoz,178.7,Sweden,Pistachio,0,0,1,5533.0
Brent,Hernandez,169.65,Sweden,Stracciatella,0,7,0,1457.0
Rodney,Miles,163.54,China,Stracciatella,0,3,1,15279.0
Eddie,Donaldson,165.0,China,Stracciatella,0,0,1,2386.0
Alexander,Brewer,175.05,Finland,Strawberry,1,1,1,7396.0
Kathleen,Silva,151.22,Japan,Stracciatella,0,0,1,9895.0
Linda,Meyers,202.41,Finland,Vanilla,1,0,1,17673.0
Vicki,Esparza,195.34,Canada,Vanilla,1,1,1,11077.0
Donna,Miles,151.64,France,Strawberry,1,0,1,5562.0
Regina,Serrano,142.23,China,Chocolate,1,3,0,8629.0
Kristine,Huber,197.61,Canada,Strawberry,1,0,1,14922.0
Patty,Morton,183.75,France,Strawberry,1,0,1,15959.0
Carrie,Roberson,148.9,Denmark,Mint,1,0,0,12792.0
Erin,Scott,137.76,Australia,Chocolate,1,6,0,16400.0
Olivia,Cooke,149.27,Finland,Pistachio,1,1,0,15702.0
Brittany,Hickman,165.58,Denmark,Stracciatella,0,0,1,17012.0
Alex,Hickman,160.58,USA,Stracciatella,0,1,1,6514.0
Stefanie,Velasquez,192.8,Denmark,Mint,1,0,0,10324.0
Tommy,Osborne,141.39,China,Vanilla,0,2,1,10492.0
Austin,Harvey,174.62,Finland,Pistachio,1,3,0,10569.0
Donna,Howard,178.8,Sweden,Strawberry,1,4,0,4324.0
Jeremy,Stephenson,164.14,Sweden,Strawberry,1,4,0,8667.0
Gabriel,Mendoza,160.5,Australia,Chocolate,1,6,0,10963.0
Dennis,Matthews,154.01,Finland,Pistachio,1,1,0,2762.0
Roberto,Moran,146.06,China,Chocolate,0,5,0,16320.0
Jamie,Yates,145.47,USA,Stracciatella,0,1,1,12782.0
Bruce,Mcmahon,197.39,UK,Strawberry,1,4,0,8281.0
Christina,Steele,168.56,Canada,Mint,1,6,0,14591.0
Susan,Henry,153.56,Canada,Mint,1,0,0,15757.0
Megan,Alexander,182.53,Finland,Vanilla,1,3,0,5796.0
Corey,Duncan,177.38,China,Chocolate,1,6,0,7534.0
Steven,Watkins,148.32,Denmark,Mint,1,1,1,8901.0
Yvette,Osborne,185.74,Norway,Stracciatella,0,0,1,14085.0
Randy,Harrington,137.48,Denmark,Stracciatella,0,7,1,16345.0
Samantha,Fox,186.26,France,Strawberry,0,1,1,8221.0
Jason,Meyers,201.82,UK,Stracciatella,1,4,1,5930.0
Sue,Black,158.01,USA,Vanilla,0,0,0,1184.0
Cynthia,Mason,169.33,Canada,Chocolate,0,3,0,13482.0
Erin,Webster,179.9,Finland,Strawberry,1,3,1,13667.0
Theodore,Marshall,166.69,Denmark,Vanilla,0,3,0,11183.0
Shawn,Meyers,169.26,USA,Stracciatella,1,4,1,1167.0
Jesse,Norton,151.98,Australia,Stracciatella,0,1,0,11540.0
Bethany,Montes,158.81,USA,Pistachio,0,0,0,6004.0
Marcia,Perez,186.23,Australia,Chocolate,0,3,0,4470.0
Debra,Hammond,163.7,Italy,Mint,0,1,1,8213.0
Blake,Russo,197.35,Australia,Chocolate,0,5,0,14884.0
Meredith,Meyers,181.23,Finland,Vanilla,1,0,1,17700.0
Bethany,Weaver,152.28,France,Strawberry,1,0,1,17265.0
Cassie,Craig,143.07,Australia,Chocolate,0,6,0,16452.0
Tammy,Guerrero,164.66,Canada,Vanilla,0,2,1,15661.0
Breanna,Calhoun,158.22,France,Mint,1,1,0,11240.0
Carolyn,Medina,192.91,Sweden,Stracciatella,0,0,1,4353.0
Rose,Bush,174.19,China,Chocolate,0,6,0,3284.0
Stephanie,Wilson,152.48,China,Stracciatella,0,1,1,11359.0
Jason,Woodward,192.78,France,Pistachio,1,4,1,1376.0
