First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Claudia,Shelton,156.22,Denmark,Mint,1,6,1,10947.0
Toni,Scott,177.82,Brazil,Stracciatella,1,4,1,11405.0
Dean,Gillespie,161.75,Australia,Vanilla,1,5,1,7899.0
Elizabeth,Flores,137.95,Sweden,Mint,1,1,0,1412.0
Debbie,Barton,150.29,Australia,Stracciatella,0,5,0,10690.0
John,Steele,162.5,Sweden,Mint,0,3,1,11875.0
Dana,Barrera,199.03,China,Stracciatella,0,7,1,6597.0
Hailey,Wright,163.08,Denmark,Stracciatella,1,3,1,9005.0
Grace,Hansen,161.23,Sweden,Stracciatella,1,0,0,14011.0
Carolyn,Hebert,164.2,China,Chocolate,0,4,0,1676.0
Stefanie,Berger,166.27,Japan,Strawberry,0,5,0,1730.0
Debra,Meyers,187.34,Italy,Pistachio,1,7,1,4869.0
Autumn,Mclean,136.54,France,Vanilla,0,2,0,16406.0
Caitlyn,Rogers,164.5,Canada,Pistachio,0,1,0,5625.0
Laura,Donaldson,177.07,UK,Chocolate,1,6,0,1511.0
Todd,Chaney,149.23,Denmark,Mint,1,0,0,11563.0
Kiara,Moyer,178.7,Sweden,Vanilla,1,0,1,17081.0
Kylie,Keller,179.48,Sweden,Vanilla,1,1,0,4247.0
Suzanne,Wells,166.82,Italy,Chocolate,1,1,1,16611.0
Levi,Faulkner,156.49,UK,Chocolate,0,2,1,8601.0
Dana,Holt,190.17,Australia,Strawberry,1,7,0,3437.0
Kevin,Taylor,164.15,Sweden,Chocolate,1,0,0,7338.0
Kathryn,Douglas,168.28,France,Stracciatella,0,4,1,12105.0
Darren,Wise,137.22,Canada,Strawberry,1,5,1,16908.0
Whitney,Steele,142.71,France,Pistachio,0,6,1,14395.0
Stephen,Perry,193.27,Canada,Chocolate,1,7,1,11272.0
Christina,Fletcher,170.14,Italy,Chocolate,1,2,0,5988.0
Cindy,Everett,201.36,Finland,Chocolate,0,2,1,10267.0
Rose,Charles,185.46,USA,Chocolate,0,3,0,11788.0
Tanya,Brock,200.86,Denmark,Pistachio,1,5,0,1128.0
Kevin,Preston,144.98,UK,Chocolate,0,4,0,12770.0
Ashley,Ferguson,186.88,Australia,Mint,0,4,1,3219.0
Kathryn,Vega,174.77,Sweden,Mint,0,7,1,5968.0
Ronald,Thompson,178.88,Canada,Mint,0,5,0,4048.0
Sharon,Pierce,179.45,France,Vanilla,0,6,0,13632.0
Megan,Murray,185.81,Australia,Chocolate,0,6,0,11679.0
Christian,Webb,193.01,Sweden,Strawberry,1,2,0,6454.0
Lucas,Gordon,199.74,Denmark,Stracciatella,1,7,1,11322.0
Tony,Petersen,137.17,Italy,Vanilla,0,0,1,8856.0
Lawrence,Ferrell,198.73,Brazil,Pistachio,1,4,1,1973.0
Rebekah,Wells,174.3,France,Stracciatella,1,4,1,14718.0
Debbie,Cruz,179.63,China,Vanilla,0,3,1,15171.0
Priscilla,Barrera,138.72,Brazil,Pistachio,0,5,0,9073.0
Carlos,Norman,165.66,Norway,Vanilla,1,1,0,6831.0
Frederick,Barrera,154.62,Brazil,Strawberry,1,4,0,15093.0
Carrie,Grant,182.62,UK,Stracciatella,1,4,1,3223.0
Suzanne,Porter,199.2,Brazil,Pistachio,0,7,1,10647.0
Debra,Mccarthy,164.88,USA,Mint,0,1,0,16901.0
Frank,Coleman,153.17,Brazil,Pistachio,1,6,0,1739.0
Lori,Russell,179.85,China,Mint,0,4,0,14151.0
Adrian,Ferguson,192.63,Brazil,Mint,1,6,0,6879.0
Linda,Ball,160.6,Canada,Mint,1,6,0,6668.0
Tanner,Dorsey,151.15,Germany,Vanilla,0,7,1,12159.0
Michelle,Harding,165.75,China,Chocolate,0,5,1,13074.0
Debbie,Ellison,179.2,USA,Chocolate,0,3,1,9901.0
Theresa,Lawrence,166.01,Finland,Pistachio,1,0,0,9105.0
Paul,Joseph,157.9,Denmark,Mint,1,7,0,9342.0
Stephanie,Morrison,149.88,UK,Chocolate,1,1,0,13423.0
Misty,Haynes,142.36,Germany,Stracciatella,0,0,1,6050.0
Grace,Sexton,148.62,France,Mint,0,3,0,13339.0
Randall,Young,170.69,Sweden,Mint,0,4,1,18026.0
Cole,Wright,148.32,Australia,Stracciatella,1,3,0,9460.0
Darren,Davenport,140.62,Canada,Mint,1,3,0,12464.0
Carl,Arellano,201.16,Sweden,Strawberry,1,3,1,11271.0
Amy,Morgan,188.8,Germany,Chocolate,1,7,1,11695.0
Kim,Patrick,185.95,USA,Stracciatella,0,4,0,11211.0
Chris,Cervantes,137.05,UK,Stracciatella,0,2,1,9508.0
Carla,Lambert,196.29,China,Strawberry,0,7,1,3448.0
Jeanette,Mcdaniel,165.42,Finland,Strawberry,0,2,1,17332.0
Carl,Gardner,187.72,Australia,Mint,0,6,0,7289.0
Laura,Alvarado,167.22,Japan,Strawberry,0,7,1,3445.0
Stephen,Turner,189.31,Brazil,Strawberry,1,6,1,14366.0
Juan,James,161.61,Canada,Stracciatella,1,0,0,12940.0
Harry,Frederick,167.66,Norway,Pistachio,1,4,0,5045.0
Joy,Harrison,187.47,China,Pistachio,0,5,1,17344.0
Christine,Mason,155.05,Brazil,Vanilla,0,2,0,17025.0
Steve,Ross,163.44,Sweden,Strawberry,1,1,1,17188.0
Walter,Crawford,164.86,Brazil,Vanilla,0,7,0,13177.0
Jenna,Murphy,189.56,Canada,Pistachio,0,2,0,17266.0
Bailey,York,199.6,Brazil,Strawberry,1,6,0,14739.0
Kathleen,Graham,157.47,Denmark,Mint,0,5,0,6595.0
Austin,Rojas,194.78,China,Stracciatella,1,3,0,4102.0
Abigail,Dixon,182.38,Japan,Mint,1,7,0,15614.0
Henry,Walls,192.76,Germany,Vanilla,1,4,0,1983.0
Savannah,Gray,187.15,China,Stracciatella,0,1,0,17397.0
Kathy,Ho,185.91,China,Mint,1,2,0,1055.0
Edwin,Faulkner,142.66,France,Pistachio,0,0,1,1569.0
Eddie,Vasquez,178.68,Sweden,Vanilla,0,0,0,7689.0
Madison,Clark,166.24,Sweden,Mint,0,1,0,4787.0
Samuel,Berger,173.21,Australia,Stracciatella,0,1,0,4292.0
Phillip,Charles,151.36,USA,Chocolate,0,4,1,1129.0
Jeremy,Vega,197.88,Finland,Pistachio,1,4,1,5142.0
Gregg,Roberts,174.0,China,Vanilla,0,3,0,10961.0
Kenneth,Watkins,136.8,Australia,Stracciatella,0,2,0,2724.0
Kristy,Mcmahon,159.64,Canada,Mint,1,2,1,10522.0
Brandy,Chen,184.25,Norway,Chocolate,0,5,1,11138.0
Annette,Norman,147.68,Norway,Strawberry,1,4,1,4582.0
Kelly,Simmons,173.62,Germany,Vanilla,0,2,0,2065.0
Julia,Grant,174.5,Sweden,Chocolate,1,0,0,15676.0
Ann,Garcia,161.18,Denmark,Vanilla,1,1,1,14373.0
Janice,Jones,172.55,Germany,Strawberry,1,3,1,14672.0
Karla,Blackburn,140.97,Denmark,Stracciatella,0,7,1,3404.0
Scott,White,195.28,France,Pistachio,1,0,1,2838.0
Breanna,Haynes,196.71,Japan,Stracciatella,1,4,1,5410.0
Lauren,Campos,188.32,Brazil,Pistachio,1,2,1,4541.0
Holly,Barber,184.83,China,Mint,0,0,0,12906.0
Jenna,Carr,139.32,Australia,Stracciatella,0,7,1,14049.0
Leslie,Hanna,159.59,USA,Strawberry,0,5,1,4569.0
Patrick,Spence,180.29,Australia,Vanilla,1,7,1,5864.0
Melanie,Newton,138.32,USA,Strawberry,1,0,0,6301.0
Jodi,Barker,193.78,Finland,Mint,0,0,0,6777.0
Brett,Woods,193.38,Sweden,Strawberry,1,7,1,6407.0
John,Arellano,156.21,Germany,Strawberry,0,2,0,17041.0
Hayley,Pearson,177.83,Finland,Mint,1,7,1,15830.0
Ian,Durham,145.62,Denmark,Mint,1,3,0,1022.0
Francisco,Foley,173.87,Norway,Chocolate,0,3,1,12473.0
Ryan,Macias,146.23,UK,Mint,1,3,0,1200.0
Tamara,Rosario,195.9,Australia,Strawberry,1,7,0,10027.0
Kevin,Carey,157.67,Norway,Vanilla,0,5,1,8651.0
Seth,Oneill,139.21,Germany,Vanilla,0,2,1,1279.0
Autumn,Barry,202.41,Norway,Chocolate,0,6,1,14721.0
Randy,Morales,156.68,Australia,Pistachio,0,1,0,8990.0
Carlos,Keith,185.12,Germany,Pistachio,1,2,0,14160.0
Kristen,Wong,199.12,Brazil,Pistachio,1,7,1,2883.0
Natasha,Stone,168.62,Finland,Chocolate,1,0,0,17180.0
Caleb,Bowman,144.7,Japan,Mint,1,2,0,12366.0
Stacy,Phillips,175.42,Japan,Strawberry,0,5,0,7834.0
Donna,Jones,136.79,Australia,Chocolate,0,5,1,17383.0
Luke,Fischer,192.71,Norway,Mint,1,7,1,2162.0
Tara,Golden,192.88,France,Chocolate,0,6,0,9062.0
Kathleen,Moyer,186.85,Japan,Pistachio,0,2,1,16886.0
Cynthia,Hunter,199.28,Japan,Stracciatella,0,6,0,7951.0
Carmen,Boone,163.06,Denmark,Chocolate,0,2,0,11005.0
Adrian,Macias,188.05,USA,Vanilla,0,3,1,16266.0
Steve,Greer,195.62,Japan,Vanilla,1,5,0,10599.0
Rodney,Cooper,143.31,Japan,Pistachio,0,1,0,2896.0
Daniel,Marks,189.84,France,Pistachio,0,5,0,17797.0
Frank,Morrison,144.46,Italy,Chocolate,1,1,0,7191.0
Theresa,Steele,140.67,UK,Vanilla,1,0,1,7835.0
Brandon,Meyers,181.63,China,Vanilla,0,7,1,17250.0
Darren,King,191.69,Brazil,Mint,0,7,1,15780.0
Tonya,Fuller,151.13,Japan,Mint,0,7,0,13131.0
Elaine,Barrett,158.72,Germany,Strawberry,0,5,0,9235.0
Melvin,Carter,191.16,Brazil,Stracciatella,1,6,1,12740.0
Isaac,Dixon,137.16,Canada,Strawberry,0,7,1,15652.0
Ruben,Ochoa,185.46,Brazil,Chocolate,1,2,1,13538.0
Donald,Powers,174.72,Sweden,Pistachio,0,6,0,12871.0
Ryan,Roach,158.89,Australia,Mint,0,6,1,12450.0
Gene,Collier,141.43,France,Vanilla,1,6,0,8332.0
Jose,Ellis,160.26,Finland,Stracciatella,0,0,1,14780.0
Tom,Bender,189.04,Canada,Vanilla,1,5,0,7700.0
Earl,Willis,179.09,Norway,Chocolate,0,2,1,4850.0
Henry,Booth,169.02,UK,Vanilla,0,7,0,6925.0
Martin,Leach,157.72,France,Stracciatella,0,0,0,8022.0
Wesley,Kelly,150.84,Italy,Mint,1,4,0,1201.0
Julie,Beck,139.73,Sweden,Pistachio,0,6,0,2590.0
Isaac,Sims,160.6,France,Strawberry,1,4,1,9748.0
Leslie,Shepherd,155.2,Germany,Stracciatella,1,0,0,15859.0
Whitney,Perez,143.73,UK,Vanilla,0,3,0,11332.0
Noah,Miles,189.79,Italy,Chocolate,0,4,1,1982.0
Annette,Wang,143.9,Norway,Pistachio,1,3,1,4160.0
Ruth,Henry,201.58,USA,Vanilla,1,7,0,16976.0
Victoria,Fields,168.62,China,Pistachio,0,3,0,7238.0
Debbie,Branch,150.04,Finland,Chocolate,1,5,1,10432.0
Diane,Potter,178.42,Denmark,Vanilla,1,2,1,8081.0
Daniel,Rice,163.68,Australia,Strawberry,1,7,1,16597.0
Cameron,Montgomery,142.91,Germany,Chocolate,0,4,0,11733.0
Tanya,Roman,192.84,Denmark,Mint,1,1,0,9716.0
Patty,Kim,192.9,Finland,Mint,1,5,1,8037.0
Stephanie,York,192.46,Sweden,Stracciatella,1,2,0,6797.0
Shannon,Banks,144.45,Japan,Strawberry,0,7,1,1374.0
Gerald,Patrick,158.51,UK,Vanilla,1,2,0,5127.0
Dustin,Price,151.91,Norway,Stracciatella,0,1,0,3277.0
Sean,Montes,143.52,Australia,Vanilla,0,1,0,10972.0
Danielle,Kline,152.51,USA,Strawberry,1,5,0,11157.0
Phyllis,Chung,181.12,Sweden,Pistachio,1,1,1,10588.0
Andrew,Bryan,192.9,Sweden,Vanilla,0,2,1,7276.0
Hector,Mathis,156.22,UK,Vanilla,1,2,0,17763.0
Robin,Patel,199.57,Denmark,Vanilla,1,4,1,6572.0
Barbara,Arellano,191.07,Finland,Chocolate,1,5,0,15874.0
Joy,Grant,201.12,Italy,Mint,1,4,0,2226.0
Shari,Peterson,138.94,France,Stracciatella,0,2,1,5033.0
Carmen,Russell,193.92,Canada,Mint,1,6,1,10029.0
Cole,Mccoy,169.13,Canada,Stracciatella,0,1,0,11498.0
Tyler,Cantu,139.3,Sweden,Stracciatella,1,6,1,14957.0
Mariah,Craig,162.4,Germany,Strawberry,1,0,0,13604.0
Deanna,Durham,183.79,UK,Chocolate,1,7,0,7604.0
Melissa,Martin,198.75,Brazil,Pistachio,0,0,0,14681.0
Javier,Simon,154.81,Norway,Mint,0,1,0,16188.0
Kelly,Green,169.71,China,Strawberry,0,2,0,12085.0
Christine,Woodward,138.06,UK,Chocolate,0,7,0,1104.0
Calvin,Doyle,143.88,Italy,Pistachio,1,2,1,13244.0
Teresa,Cameron,140.32,China,Mint,0,7,0,1043.0
Lauren,Harris,163.57,Denmark,Strawberry,1,1,0,12577.0
Victor,Frazier,201.58,Japan,Pistachio,0,0,1,14747.0
Kiara,Pierce,167.88,Italy,Mint,0,1,1,9789.0
Veronica,Rojas,200.07,Italy,Strawberry,1,6,0,12938.0
Tara,Stephens,142.59,Norway,Vanilla,0,7,1,6474.0
Connie,Jimenez,173.91,UK,Pistachio,0,5,0,4456.0
Barbara,Baker,173.16,Australia,Stracciatella,0,1,0,9127.0
Rebecca,Cox,169.31,China,Pistachio,0,2,1,18092.0
Brittney,Bush,150.6,Finland,Mint,1,1,0,12304.0
Jack,Stewart,177.6,Norway,Strawberry,0,0,1,11743.0
Linda,Reyes,161.98,UK,Chocolate,0,5,0,3556.0
Patty,Preston,185.0,Italy,Strawberry,1,4,0,10816.0
Shane,Hood,178.06,Finland,Pistachio,0,1,0,16445.0
Diana,Keller,166.99,Norway,Strawberry,0,7,1,13527.0
Lisa,Robbins,184.95,Germany,Chocolate,0,3,0,7244.0
Kristine,Ray,189.52,Australia,Stracciatella,0,5,0,5995.0
Jonathan,Warren,141.74,Japan,Strawberry,1,1,0,15875.0
Dylan,Rojas,180.51,Denmark,Chocolate,1,3,0,3697.0
Heidi,Ferguson,184.27,Denmark,Mint,1,1,1,5527.0
Neil,Flores,194.07,Italy,Pistachio,0,1,1,1036.0
Caroline,Rojas,166.38,Germany,Vanilla,0,7,1,6062.0
Brittney,Henderson,140.39,Japan,Stracciatella,0,6,0,1996.0
Kayla,Walker,201.93,France,Mint,1,1,1,15603.0
Spencer,Leonard,184.68,Italy,Pistachio,1,3,1,9779.0
Robin,Peterson,171.82,Finland,Strawberry,0,4,1,12031.0
Hayley,Stone,200.38,China,Vanilla,0,3,1,15447.0
Lacey,Edwards,136.71,Brazil,Chocolate,0,3,0,5408.0
Jared,Matthews,202.35,Denmark,Pistachio,1,7,1,2861.0
Angela,Clayton,185.67,Australia,Pistachio,0,6,0,6210.0
Melissa,Tran,141.04,Finland,Vanilla,1,3,0,9479.0
Miguel,Raymond,156.27,Sweden,Strawberry,0,5,0,12025.0
Kathryn,Stanley,172.27,Japan,Mint,0,1,1,16897.0
Shane,Barker,177.98,Sweden,Strawberry,0,6,0,12631.0
Jack,Patrick,188.99,Finland,Mint,1,3,0,9159.0
Dwayne,Thomas,198.55,Brazil,Mint,0,5,0,8848.0
Tara,Palmer,189.98,Sweden,Strawberry,0,3,0,3042.0
Courtney,Dyer,181.09,Japan,Stracciatella,1,6,0,2856.0
Todd,Bradley,143.66,Brazil,Chocolate,0,3,1,5680.0
Jillian,Cross,189.12,Sweden,Mint,0,2,0,18129.0
Bradley,Morton,160.71,China,Vanilla,1,4,0,17635.0
Rebekah,Buck,171.18,Finland,Vanilla,0,2,1,13516.0
Diana,Hartman,165.8,Denmark,Stracciatella,0,7,1,2358.0
Calvin,Carr,165.19,Sweden,Chocolate,1,0,0,5635.0
Patrick,Fisher,180.66,Japan,Pistachio,0,6,0,13607.0
Tanya,Alvarado,177.65,Brazil,Mint,1,7,0,1403.0
Linda,Ortega,141.52,China,Strawberry,1,2,0,14398.0
Ryan,Barnett,196.72,Germany,Chocolate,0,1,1,16216.0
Kathleen,Mathis,141.69,Japan,Pistachio,0,0,1,9156.0
Jay,Wong,181.05,Norway,Strawberry,1,5,0,5731.0
Dean,Hudson,189.23,Denmark,Chocolate,1,3,1,17928.0
Vicki,Foster,170.02,Sweden,Vanilla,1,7,1,2574.0
Devin,Carter,178.12,Japan,Strawberry,0,3,0,9461.0
Courtney,Fisher,140.0,Brazil,Strawberry,0,0,1,5970.0
Joann,Mason,156.87,USA,Stracciatella,0,4,1,3349.0
Rebecca,Grant,138.89,China,Vanilla,0,1,1,4957.0
Shelby,Mcmahon,178.18,China,Vanilla,1,7,0,1820.0
Melissa,Benson,201.5,Japan,Mint,0,3,0,9783.0
Misty,Oliver,137.05,Finland,Chocolate,0,3,1,10955.0
Lori,Ho,178.57,China,Chocolate,0,4,0,17564.0
Olivia,Valdez,197.08,Australia,Pistachio,1,5,1,13719.0
Robin,Mcmahon,172.87,Sweden,Stracciatella,1,4,1,7332.0
Katherine,Golden,199.35,Brazil,Strawberry,1,7,0,3546.0
Katelyn,Shaw,160.42,UK,Strawberry,0,0,1,1142.0
Sarah,Brooks,198.82,Japan,Strawberry,1,7,0,6311.0
Devin,Ross,172.14,Brazil,Stracciatella,0,3,1,12401.0
Bobby,Franklin,154.91,Norway,Stracciatella,0,5,1,15105.0
Alfred,Mason,188.19,Finland,Pistachio,0,5,1,3327.0
Brandi,Kennedy,146.98,Canada,Mint,1,7,1,5285.0
Monique,Rogers,148.17,Brazil,Strawberry,1,3,1,6269.0
Meredith,Andersson,141.69,Norway,Mint,0,0,0,12394.0
Heidi,Reese,139.09,China,Vanilla,0,4,0,11203.0
Rachel,Bowman,159.23,France,Stracciatella,1,3,1,8266.0
Eric,Lucas,153.4,Brazil,Pistachio,1,6,1,17945.0
Cristina,Wyatt,202.43,Norway,Pistachio,0,7,1,8372.0
Juan,Lin,152.57,USA,Vanilla,1,5,1,10825.0
Whitney,Morales,177.18,Australia,Vanilla,0,7,0,5648.0
Jasmine,Love,160.86,Norway,Strawberry,1,0,0,2765.0
Henry,Gomez,139.37,UK,Vanilla,0,5,0,16074.0
April,Mcdonald,152.27,France,Stracciatella,1,6,0,15200.0
Craig,Campbell,165.32,Denmark,Vanilla,0,7,1,9226.0
Jay,Blankenship,151.64,Norway,Strawberry,1,1,0,5690.0
Allen,Golden,182.28,Denmark,Mint,1,0,1,17471.0
Taylor,Dyer,148.36,Sweden,Mint,0,2,1,17423.0
Roberto,Archer,170.85,Norway,Strawberry,1,4,0,7023.0
Travis,Duarte,152.49,Australia,Strawberry,1,6,1,15557.0
Tanya,Robbins,180.32,Japan,Vanilla,0,5,0,17722.0
Raymond,Jimenez,181.21,Italy,Chocolate,1,0,1,8798.0
Jane,Wyatt,189.02,China,Stracciatella,0,3,0,4035.0
Travis,Burnett,139.13,Canada,Pistachio,1,2,1,9115.0
Devin,Villegas,169.13,Germany,Strawberry,1,4,0,1836.0
Marcus,Moran,177.98,Norway,Chocolate,1,1,0,14337.0
Lars,Stewart,201.22,Denmark,Pistachio,1,0,1,4866.0
Ann,Marks,145.75,Denmark,Vanilla,0,3,1,9573.0
George,Tucker,170.52,China,Mint,1,4,0,8792.0
Lori,Mccann,180.21,Canada,Chocolate,0,0,0,3601.0
Melinda,Lynch,171.84,China,Strawberry,0,4,1,16750.0
Karla,Webster,190.49,France,Chocolate,0,3,0,1084.0
Melinda,Kerr,186.51,France,Strawberry,1,5,1,15606.0
Angela,Haynes,140.61,Japan,Stracciatella,0,5,0,9472.0
Suzanne,Garza,159.88,France,Pistachio,1,6,1,1749.0
Carol,Gibson,173.98,Italy,Vanilla,1,6,0,10515.0
Heidi,Clark,202.37,Canada,Strawberry,1,0,0,9852.0
Cassie,Manning,142.5,Germany,Vanilla,1,5,1,14335.0
Eric,Shelton,186.79,France,Chocolate,0,2,0,7917.0
Teresa,Shaw,163.36,Norway,Stracciatella,0,7,0,15282.0
Dustin,Avila,164.04,France,Strawberry,1,0,1,12921.0
Edward,Bishop,184.32,UK,Chocolate,1,4,1,18116.0
Nancy,Mccann,137.8,Germany,Chocolate,1,2,0,10841.0
Darren,Rich,150.39,Sweden,Stracciatella,0,3,1,2165.0
Marcus,Lloyd,167.77,Australia,Chocolate,1,6,0,15845.0
Wesley,Morales,183.66,Canada,Vanilla,1,6,0,15211.0
Kathleen,Shepherd,136.86,UK,Strawberry,0,4,1,15487.0
Melvin,Gill,136.87,UK,Strawberry,1,1,0,6420.0
Lynn,Salazar,181.33,Norway,Strawberry,0,5,1,7789.0
Lawrence,Hall,172.41,Germany,Pistachio,0,1,1,10905.0
Eric,Knox,157.34,France,Pistachio,0,4,1,7358.0
Monica,Long,145.14,Germany,Pistachio,0,6,0,15343.0
Jeremy,Turner,156.34,France,Pistachio,0,4,1,6912.0
Hailey,Davenport,170.32,Brazil,Strawberry,1,2,1,5311.0
