First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Jonathan,Evans,169.99,Denmark,Vanilla,1,2,0,6347
Jeffrey,Powell,176.01,Sweden,Pistachio,1,1,0,3570
Randy,Mora,171.36,France,Pistachio,0,0,0,11173
Heather,Hamilton,177.05,Norway,Stracciatella,1,1,0,3051
Linda,White,147.7,Finland,Vanilla,1,0,1,10208
Brent,Moore,188.81,Germany,Mint,0,2,0,13526
Brandy,Freeman,170.61,Finland,Chocolate,1,0,0,8334
Timothy,Whitaker,153.78,USA,Mint,0,0,0,15150
Jason,Wagner,160.86,Denmark,Mint,1,5,0,7650
Kimberly,Ramirez,148.71,Germany,Stracciatella,0,1,0,8385
Joan,Acosta,159.1,Finland,Strawberry,1,1,0,6226
Patrick,Hudson,168.58,USA,Vanilla,0,0,0,10591
Amy,Hudson,185.15,Italy,Stracciatella,0,3,0,10307
Jennifer,Jackson,174.11,UK,Pistachio,0,3,1,7519
Carolyn,Powell,172.33,Canada,Strawberry,1,1,0,7269
Angela,Guzman,158.65,Italy,Stracciatella,0,3,0,6985
Carlos,Robinson,161.76,Australia,Stracciatella,0,0,0,11643
Lawrence,Wilson,162.53,Japan,Pistachio,0,0,1,8222
Patricia,Arnold,162.94,Australia,Chocolate,1,1,0,8290
Timothy,Garcia,166.48,Finland,Pistachio,1,4,0,6307
Michelle,Robinson,167.24,Australia,Strawberry,0,1,0,6221
Brad,Anderson,166.61,France,Vanilla,0,5,0,8748
Aaron,Parker,163.29,China,Chocolate,0,1,1,1000
Ian,Vazquez,171.35,Norway,Mint,1,4,0,3626
Vanessa,Mcgrath,166.86,Sweden,Strawberry,1,2,0,8377
Jeffrey,Woods,154.04,Norway,Chocolate,1,4,0,7817
Maria,Walker,170.34,USA,Stracciatella,0,0,1,10906
Lauren,Hall,168.83,China,Strawberry,0,2,0,8987
Donald,Smith,154.2,UK,Stracciatella,0,3,1,8937
Olivia,Thompson,164.09,Denmark,Chocolate,1,2,0,14357
Jill,Miles,175.97,Germany,Pistachio,1,0,0,4025
Peter,Hamilton,158.64,Finland,Stracciatella,1,0,0,6081
Michael,Mcdonald,157.58,Brazil,Mint,1,0,0,6149
Scott,Kennedy,166.75,Japan,Strawberry,0,1,0,9840
Michelle,Dixon,176.23,Canada,Mint,0,1,0,7902
Patrick,Graham,188.1,Sweden,Vanilla,1,0,0,10443
Mary,Martin,176.59,Germany,Chocolate,1,3,0,5217
Monica,Swanson,180.85,Australia,Strawberry,0,1,1,4313
Travis,Williams,173.47,France,Vanilla,0,0,0,7372
Thomas,Brown,163.15,Italy,Stracciatella,0,1,0,8809
Mary,Garcia,176.52,Brazil,Chocolate,0,1,0,7608
Betty,Hogan,169.14,Australia,Strawberry,1,0,0,4696
Daniel,Powell,173.77,China,Strawberry,0,2,0,10196
Amanda,Rice,160.54,UK,Stracciatella,0,1,1,10965
Charlene,Adams,174.66,UK,Vanilla,0,2,1,6856
Steven,Nguyen,168.79,Italy,Stracciatella,0,1,1,5883
Matthew,Shaw,172.31,Sweden,Strawberry,1,4,1,10164
Daniel,Stewart,169.15,Norway,Chocolate,1,3,0,9713
Nicholas,Willis,167.23,USA,Stracciatella,0,1,0,5829
Brittany,Cooper,174.85,Canada,Mint,0,0,0,11588
Nicole,Holmes,165.94,Italy,Mint,0,3,0,13360
Alexandra,Hernandez,154.11,Germany,Mint,0,0,0,10337
Michael,Lopez,151.26,Sweden,Pistachio,1,5,0,9978
Kelly,Colon,171.84,Norway,Strawberry,1,3,0,7528
Cassandra,Walsh,165.53,Norway,Vanilla,1,2,1,7467
Alexis,Simmons,152.71,Sweden,Strawberry,1,1,0,5354
Michael,Wu,171.07,China,Pistachio,0,0,0,3671
Jason,Freeman,169.06,France,Chocolate,0,0,0,9915
James,Perez,165.0,Germany,Mint,0,2,0,13092
Noah,Howell,172.47,Germany,Mint,1,1,0,6624
Carl,Melton,183.15,Norway,Pistachio,0,2,1,8018
Laura,Little,182.85,China,Mint,0,0,0,8226
Scott,Richardson,171.44,Norway,Pistachio,1,3,0,9411
Jenny,Mendoza,169.15,Australia,Pistachio,0,0,0,10784
Kimberly,Davila,171.58,Denmark,Stracciatella,0,0,0,8625
Patricia,Benson,173.09,Finland,Chocolate,1,3,0,8749
Javier,Miller,167.32,Denmark,Chocolate,1,2,0,7127
Caroline,Williams,171.75,Sweden,Pistachio,1,1,0,1232
Carlos,Moore,154.26,Finland,Vanilla,1,2,0,9293
Stanley,Beck,170.81,Japan,Mint,0,0,0,5901
Robert,Hartman,174.77,Japan,Stracciatella,0,0,0,7371
Juan,Gonzalez,165.1,China,Vanilla,0,0,0,6691
Rodney,Anthony,169.05,UK,Vanilla,0,1,1,11144
Tanya,Alvarado,158.88,USA,Pistachio,0,0,0,15757
Matthew,Walker,157.5,Japan,Chocolate,0,1,0,9257
Derek,Pena,172.11,UK,Pistachio,0,2,1,8656
James,Steele,162.7,Germany,Chocolate,0,0,1,7499
Jamie,Howard,152.23,China,Pistachio,0,1,0,2939
Vanessa,Perez,158.88,Australia,Vanilla,1,1,0,10741
Rebecca,Roberson,160.34,Sweden,Chocolate,1,4,0,4016
Christopher,Clark,177.75,Norway,Pistachio,0,1,1,7134
Calvin,Miller,171.79,Australia,Vanilla,0,1,0,11824
Ronald,Taylor,161.28,Japan,Mint,1,1,0,4593
Adam,Wright,164.12,Denmark,Vanilla,1,2,0,7151
Charles,Banks,183.12,Australia,Chocolate,0,0,0,11158
Dana,Morris,179.36,Japan,Mint,0,0,0,10381
David,Reyes,158.82,Australia,Pistachio,1,0,0,7111
Chase,Young,181.64,USA,Pistachio,0,0,0,11588
Bobby,Shaw,169.19,Australia,Stracciatella,0,2,0,10515
Jessica,Clark,178.0,Denmark,Strawberry,1,3,0,9154
Jasmine,Hawkins,168.37,Norway,Vanilla,1,4,0,10395
Sara,Salazar,181.86,Brazil,Strawberry,0,0,0,4627
Kathryn,Johnson,158.4,Finland,Vanilla,1,1,0,8307
Juan,Barnes,167.45,Norway,Chocolate,1,3,0,9531
Steven,Schultz,182.16,UK,Vanilla,0,2,1,8605
Donald,Townsend,146.07,USA,Mint,0,0,0,4576
Tyler,Olson,169.54,China,Stracciatella,0,1,0,8648
Patrick,Huber,166.06,Canada,Pistachio,1,0,0,3670
James,Smith,176.85,USA,Vanilla,0,1,0,9914
Angela,Murphy,180.7,Australia,Vanilla,0,1,0,7664
Christopher,Nelson,177.3,Italy,Pistachio,1,0,1,6641
Christopher,Fisher,172.41,Brazil,Chocolate,0,2,0,10885
Christina,Matthews,170.41,Denmark,Chocolate,1,2,1,10462
Andrew,Campbell,166.57,Denmark,Stracciatella,1,2,0,7301
Anthony,Perez,172.1,Norway,Stracciatella,1,2,0,10181
Deborah,Morrow,184.6,Brazil,Strawberry,1,2,0,12416
Alexander,Barrera,161.69,Brazil,Mint,0,1,0,10386
John,Jenkins,165.98,Finland,Mint,1,2,0,2136
Nicholas,Velez,169.24,Brazil,Vanilla,0,1,0,7068
Susan,Perry,180.01,Sweden,Stracciatella,1,4,0,2481
Brenda,Hanson,172.23,Finland,Pistachio,1,1,1,8858
Donald,George,179.83,Germany,Stracciatella,0,5,0,6407
Christopher,Krause,180.34,Finland,Strawberry,1,0,0,4354
Paul,Harrison,175.92,Canada,Chocolate,0,0,0,9245
Marcus,Leon,159.36,Japan,Mint,0,0,0,9587
Steven,Lawson,186.61,Japan,Chocolate,0,0,0,8896
Casey,Conley,184.12,Norway,Chocolate,0,3,1,9905
Leah,Sweeney,170.64,Finland,Vanilla,1,3,1,3222
Jacob,Porter,156.18,Denmark,Vanilla,1,3,0,11958
Benjamin,Collins,154.4,Italy,Stracciatella,0,3,0,5399
Heather,Hanson,172.54,Australia,Stracciatella,0,2,0,7910
Thomas,Flynn,162.98,Norway,Pistachio,1,3,0,13290
Brittney,Houston,152.83,Brazil,Pistachio,0,0,0,10589
Nicole,Wise,154.21,Brazil,Chocolate,0,1,1,9549
Jamie,Ross,165.3,France,Mint,1,2,0,4264
Melissa,Watts,171.95,China,Chocolate,0,0,0,12260
Kenneth,Ramirez,184.06,Italy,Stracciatella,0,2,0,9776
Jacob,Hansen,174.84,France,Stracciatella,1,2,0,6737
James,Rasmussen,166.19,Denmark,Vanilla,1,2,0,3318
Sue,Ferguson,173.8,USA,Stracciatella,0,1,0,8887
Susan,Watts,172.91,Brazil,Pistachio,0,0,0,8406
Nathan,Diaz,177.4,Denmark,Vanilla,1,0,0,8133
John,Parker,169.6,France,Chocolate,0,2,0,3901
Noah,Barton,180.36,Canada,Vanilla,0,0,0,9699
James,Taylor,178.24,UK,Vanilla,0,1,1,6054
John,Ortega,170.83,Australia,Pistachio,0,0,0,9016
Caleb,Stanley,168.81,Sweden,Stracciatella,1,2,0,7614
Lisa,Johnson,179.2,Finland,Vanilla,1,4,0,7650
Cody,Holmes,162.87,France,Stracciatella,1,0,0,8642
Lucas,Williams,154.93,USA,Mint,1,0,0,10202
James,Jordan,154.88,Australia,Chocolate,0,1,0,3386
Kim,Turner,162.04,Japan,Chocolate,0,0,0,5786
Raymond,Wells,176.6,Denmark,Vanilla,1,2,0,2148
Shannon,Aguilar,165.77,Germany,Pistachio,1,0,0,9134
John,Yang,172.05,Italy,Strawberry,0,1,1,5458
Megan,Gibson,165.05,France,Stracciatella,1,0,0,9312
Misty,Rios,165.13,UK,Strawberry,1,0,1,5748
Jason,Walton,159.75,UK,Pistachio,0,5,1,9429
Amanda,Campbell,169.08,Denmark,Stracciatella,1,1,1,7540
Brenda,Nelson,168.25,Finland,Strawberry,0,2,0,5747
Jesse,Collier,174.13,France,Strawberry,0,1,0,9543
Lori,Adams,172.88,Germany,Stracciatella,0,1,0,6998
Joy,Romero,168.03,Japan,Chocolate,0,1,1,10718
Gary,Harmon,154.94,Brazil,Strawberry,0,0,1,10001
Jeremy,Williams,180.71,Italy,Stracciatella,1,0,0,3364
Peter,Thomas,169.15,USA,Pistachio,0,0,0,12567
Kelly,Johnson,170.8,UK,Stracciatella,0,2,1,6742
Shannon,Harrington,186.0,Germany,Stracciatella,0,3,0,10425
Gregory,Perez,179.08,Sweden,Mint,1,2,1,7611
Scott,Gross,174.46,Japan,Mint,0,1,0,7536
Angela,Robinson,169.98,USA,Strawberry,1,2,1,2560
Jason,Bush,169.88,Sweden,Stracciatella,1,3,0,4655
Karen,Stephenson,172.4,Brazil,Pistachio,0,0,0,11548
Charlene,Schultz,174.07,China,Stracciatella,0,0,0,4167
Abigail,Dunn,187.11,Brazil,Mint,0,0,0,9122
Fernando,Nichols,194.73,Germany,Strawberry,1,1,1,2898
Stephanie,Hughes,172.9,Brazil,Chocolate,0,0,0,5795
Angela,Hayes,148.47,Denmark,Pistachio,1,3,0,5658
Tanner,Chandler,160.48,Australia,Chocolate,0,0,0,7209
Katelyn,Tanner,188.11,Finland,Chocolate,1,4,0,5928
Jim,Navarro,177.19,Italy,Pistachio,0,4,1,10906
Jose,Greer,174.26,Finland,Stracciatella,1,1,1,8510
Kayla,Mccann,168.33,Germany,Mint,1,1,0,7894
John,Freeman,158.11,USA,Pistachio,0,0,1,3553
Adam,Mccann,186.78,Brazil,Mint,0,0,1,11454
Nancy,Lewis,161.77,Japan,Pistachio,0,0,0,5310
Heather,Jacobs,177.29,Germany,Mint,0,3,0,9720
Janet,Gonzalez,156.99,France,Strawberry,0,1,0,4802
Justin,Hernandez,167.85,France,Strawberry,0,2,0,2948
Kristy,Young,179.93,Sweden,Vanilla,1,2,0,10091
Katherine,Howard,167.5,Australia,Strawberry,0,0,0,6957
Cheryl,Payne,166.32,Canada,Pistachio,0,1,0,7072
Michael,Sanchez,170.11,Norway,Chocolate,1,4,1,7666
Denise,Rowe,156.64,USA,Strawberry,0,1,1,12597
Juan,Roberts,154.76,Brazil,Stracciatella,1,1,0,9261
Rachel,Ochoa,177.14,UK,Pistachio,0,0,1,11186
Derek,French,165.78,USA,Vanilla,0,0,0,7029
Jeremy,Castro,177.06,France,Pistachio,0,1,0,1000
Jamie,Cunningham,181.18,Norway,Stracciatella,1,4,0,4810
Darren,Turner,181.99,Japan,Chocolate,0,1,0,8732
Michael,Martin,153.79,Australia,Chocolate,1,1,0,8821
Justin,Rosario,163.02,Finland,Strawberry,1,2,1,5162
Lisa,Mitchell,175.38,Italy,Stracciatella,0,1,0,7967
Kristen,Wong,175.53,USA,Chocolate,0,0,0,8733
Jonathan,Ortiz,192.49,France,Stracciatella,0,0,0,9701
Brian,Wyatt,160.92,Canada,Stracciatella,0,1,0,6375
Michele,Martinez,181.68,Denmark,Mint,1,3,0,7693
Christina,Fletcher,173.72,France,Stracciatella,0,2,0,4539
Karen,Williams,153.6,UK,Stracciatella,0,4,1,12702
Arthur,Castro,164.52,France,Mint,1,0,0,7351
Andrew,Smith,172.63,France,Pistachio,0,1,0,9001
Natasha,Dean,152.96,China,Strawberry,0,0,0,8480
Elizabeth,Franklin,149.26,Brazil,Mint,0,0,1,4654
Elizabeth,Anderson,152.39,Japan,Stracciatella,1,0,0,1583
Robert,Anderson,172.59,China,Strawberry,0,2,0,7410
Tyler,Morales,165.15,Italy,Mint,0,3,0,7225
Lindsay,Manning,163.8,China,Pistachio,0,0,1,11823
Norma,Williams,164.14,Australia,Mint,0,0,1,6506
Shawn,Joseph,155.76,Canada,Stracciatella,0,0,1,11338
Joseph,Williams,165.44,Australia,Strawberry,0,1,0,3646
Rachel,Smith,151.8,France,Strawberry,0,5,0,5227
Dawn,Morrison,181.88,China,Mint,0,0,0,6765
Amy,White,186.92,USA,Pistachio,0,0,0,6356
Nancy,Sosa,146.74,Finland,Chocolate,1,2,1,8046
Alex,Woodard,165.31,Norway,Chocolate,1,2,0,3194
April,Powell,165.96,USA,Strawberry,0,1,0,5484
Miguel,Murphy,168.26,Japan,Pistachio,0,2,1,4362
Bailey,Chavez,180.02,UK,Stracciatella,0,0,1,5177
Crystal,Jennings,165.34,Brazil,Strawberry,0,2,0,6760
Christine,Austin,169.12,Germany,Chocolate,0,0,0,4006
Latoya,Sweeney,199.79,China,Chocolate,0,0,0,6761
Jennifer,Johnson,168.89,Brazil,Pistachio,0,0,1,7939
Corey,Stevens,187.66,Finland,Chocolate,1,2,0,11369
Alexis,Copeland,175.02,Australia,Pistachio,1,0,0,6014
Alejandro,Hanson,164.46,Sweden,Stracciatella,1,3,0,5007
Nathan,Morris,162.79,China,Strawberry,0,0,0,6726
Sherry,Walker,169.93,Denmark,Mint,1,0,0,9192
Tracy,Moore,158.74,Norway,Stracciatella,1,3,0,12142
Micheal,Lee,161.36,Norway,Mint,1,3,0,8105
Patrick,Martinez,165.77,Australia,Chocolate,0,0,0,5720
Timothy,Brown,172.93,Norway,Strawberry,0,1,0,5869
David,Murphy,188.26,Germany,Chocolate,0,2,0,10673
Mason,Cordova,165.15,Norway,Pistachio,1,4,1,11662
Amy,Roberts,174.62,Australia,Chocolate,0,0,0,7005
Mary,Ford,153.72,Japan,Stracciatella,0,0,0,9345
Bernard,Watts,180.6,USA,Pistachio,1,0,0,9020
Alexander,Davidson,152.78,USA,Vanilla,1,0,1,6260
Jonathan,Johnson,177.98,Finland,Stracciatella,0,2,0,16169
Mary,Herring,169.19,USA,Vanilla,0,1,0,9822
Eric,Raymond,168.79,Brazil,Chocolate,0,0,0,6276
Robin,Rangel,167.0,Finland,Stracciatella,1,2,0,10615
Ashley,Ramirez,156.99,France,Vanilla,0,3,0,7405
Randy,Beck,157.52,Norway,Chocolate,1,0,0,8407
Wendy,Lopez,178.37,USA,Chocolate,0,2,0,6285
Mark,Coleman,170.12,Japan,Mint,0,0,0,10898
Timothy,Phillips,166.92,China,Vanilla,0,1,1,1516
Joann,Riggs,174.43,UK,Stracciatella,0,2,1,9447
Brenda,Stanton,171.01,Sweden,Pistachio,1,2,1,8136
Stephanie,Anderson,162.07,Australia,Stracciatella,0,1,0,7490
Raymond,Davis,194.61,Australia,Vanilla,0,3,0,7908
Melissa,Johnson,177.41,USA,Pistachio,0,0,1,11489
Jeremy,Ferguson,171.27,Japan,Mint,0,0,0,9595
Sarah,Pierce,164.86,USA,Vanilla,0,1,1,2659
Keith,Ayers,179.53,Japan,Stracciatella,0,0,0,5830
Stephen,Anderson,162.12,Italy,Vanilla,0,4,0,9099
Brian,Carey,161.28,Japan,Strawberry,0,0,0,4139
Dustin,Robinson,186.93,USA,Pistachio,0,4,0,9343
Robert,Marshall,170.31,Finland,Stracciatella,1,1,0,10145
Jose,Cantu,162.37,Sweden,Mint,1,0,0,6819
Dwayne,Mcgrath,170.06,Denmark,Chocolate,1,2,1,4406
Jenna,Barrera,178.5,Canada,Vanilla,0,0,1,6720
Mary,Hartman,176.21,Japan,Chocolate,0,0,1,9676
Daniel,Roberts,179.74,France,Chocolate,0,2,0,6786
Sharon,Mcgee,157.5,UK,Pistachio,0,1,1,8323
Walter,Phillips,179.49,Italy,Stracciatella,0,6,1,7250
Nicole,Poole,168.21,Finland,Strawberry,1,2,0,6891
Ellen,Smith,170.89,Italy,Mint,0,1,0,8688
Andrew,Jackson,182.09,Denmark,Mint,1,2,1,8028
Gerald,Lopez,177.03,Canada,Strawberry,1,0,0,7559
Laura,Bowen,173.51,Brazil,Mint,0,0,0,9136
Noah,Bender,150.16,UK,Chocolate,0,1,1,7500
Daniel,Lewis,169.54,Norway,Chocolate,1,5,0,7711
Isaac,Hernandez,162.15,Italy,Stracciatella,0,1,1,8776
Nancy,Williams,177.11,Sweden,Vanilla,1,1,0,11315
Jessica,Holmes,179.91,Sweden,Stracciatella,0,1,0,8718
Debra,Schneider,166.98,Denmark,Vanilla,1,2,0,8815
Ann,Davidson,163.33,Canada,Mint,0,0,0,12772
Natalie,Powell,185.56,Brazil,Mint,0,0,0,3523
Madison,Stanley,163.97,Japan,Mint,0,0,0,11885
Troy,Roberts,158.05,USA,Stracciatella,1,0,0,6702
Michelle,Burgess,161.67,USA,Stracciatella,0,0,0,9177
Christian,Savage,164.45,Germany,Vanilla,0,4,0,13544
James,Young,161.39,Australia,Mint,0,0,0,10972
Amy,Webb,178.45,Sweden,Strawberry,0,2,0,10937
Timothy,Chavez,148.02,UK,Vanilla,1,1,1,7251
Paul,Gray,161.17,Japan,Vanilla,0,0,0,7397
Melinda,Warren,169.53,France,Chocolate,0,3,0,6785
Dean,Hernandez,172.1,Finland,Stracciatella,1,2,1,9116
Christine,Robinson,186.92,UK,Mint,0,1,1,9715
Joseph,Rich,185.45,Italy,Stracciatella,0,3,0,7935
Stacy,House,153.99,USA,Vanilla,0,0,0,7948
Devin,Lester,150.92,Sweden,Strawberry,0,0,0,9755
Richard,Tran,170.25,Japan,Pistachio,0,0,0,9834
Brenda,Phillips,163.27,Sweden,Vanilla,1,3,0,6708
Jessica,Rodriguez,158.08,Germany,Strawberry,0,1,1,14025
Michelle,Payne,170.16,USA,Chocolate,1,0,0,5449
Ryan,Barker,172.31,UK,Chocolate,0,3,1,8692
James,Taylor,161.61,Denmark,Stracciatella,1,1,1,6872
Amanda,Stone,163.76,Finland,Mint,1,1,0,6316
Steven,Ramsey,162.38,Canada,Strawberry,0,0,1,7448
Kristen,Armstrong,165.89,Germany,Pistachio,1,2,0,5849
Tara,Webster,175.41,France,Pistachio,0,4,0,7514
Jill,Williams,159.22,Finland,Mint,1,1,0,8190
Amber,Hebert,163.59,Sweden,Pistachio,1,2,0,10571
Michael,Cohen,166.01,China,Mint,0,0,0,12573
John,Carr,169.93,Denmark,Stracciatella,1,3,0,6493
Joshua,Finley,172.76,Germany,Stracciatella,0,2,0,5539
Raymond,Moore,190.42,Norway,Vanilla,1,0,0,2522
Lisa,Johnson,175.72,Japan,Stracciatella,0,1,0,11006
Kelly,Summers,175.96,China,Vanilla,0,1,0,6019
Troy,Campbell,167.33,Canada,Mint,0,0,1,8907
Keith,Yang,160.2,France,Vanilla,1,3,1,2896
Collin,Michael,164.72,China,Pistachio,0,1,0,9122
Nicholas,Knox,162.9,Denmark,Pistachio,1,5,1,11370
Monique,Carpenter,173.92,UK,Mint,0,3,1,10030
Danielle,Martin,153.49,Denmark,Strawberry,1,4,1,6224
Aaron,Sullivan,175.93,USA,Stracciatella,1,0,0,11822
Michael,Wolfe,168.83,Italy,Chocolate,0,0,0,4992
Martin,Kim,177.33,Denmark,Mint,1,3,0,11658
Timothy,Briggs,162.76,Australia,Chocolate,0,0,0,10963
Patricia,Berry,160.99,China,Pistachio,0,0,1,5673
Sara,Mann,165.93,Brazil,Mint,1,0,0,7945
Christopher,Smith,165.69,Germany,Stracciatella,0,3,0,8879
Michelle,Reynolds,178.06,UK,Stracciatella,0,2,1,7262
Adrian,Bowen,177.97,Brazil,Vanilla,0,1,0,9340
Jeffrey,Monroe,189.05,Denmark,Pistachio,1,2,0,6817
Troy,Craig,165.05,Italy,Chocolate,1,3,0,3813
Andre,Jones,136.52,Denmark,Chocolate,1,2,0,9363
Steve,Lawson,165.91,Norway,Vanilla,0,3,1,4314
Scott,Walter,172.31,Canada,Strawberry,0,1,0,4535
Courtney,Hooper,177.15,Germany,Mint,0,2,0,4150
Michele,Conley,173.04,Norway,Stracciatella,1,1,0,5557
Theodore,Edwards,165.04,Germany,Stracciatella,0,2,1,4504
Mary,Miller,187.14,Brazil,Strawberry,0,1,0,8392
Daniel,Stewart,159.66,China,Vanilla,1,1,0,6376
Norma,Wright,167.25,Canada,Vanilla,0,0,0,3741
Ryan,Roman,159.2,Italy,Stracciatella,0,0,0,5427
Brittney,Smith,170.2,Australia,Strawberry,0,1,0,1000
James,Hunter,185.89,Denmark,Strawberry,1,2,0,8851
Jean,Petty,168.59,Canada,Chocolate,0,2,0,6626
Taylor,Gaines,168.65,Canada,Chocolate,0,0,0,11214
Anthony,Alexander,153.04,Brazil,Mint,0,1,0,7194
Bruce,Ferguson,167.13,Japan,Pistachio,0,0,1,9069
Debra,Morrison,181.5,Japan,Mint,1,0,0,8508
Daniel,Soto,167.5,Canada,Vanilla,0,0,0,7858
Paul,Wade,166.82,Canada,Strawberry,0,1,0,10467
Lisa,Murray,181.06,Japan,Vanilla,0,0,0,4065
Charles,Adams,166.86,UK,Pistachio,0,2,1,4962
Jesse,Ewing,182.92,Denmark,Strawberry,1,3,1,6394
Jennifer,Rogers,157.15,Finland,Mint,1,3,0,6280
Gail,Tucker,176.78,USA,Strawberry,1,0,0,10730
Michelle,Conley,186.46,Brazil,Mint,0,0,1,5833
Michael,Taylor,180.08,Denmark,Vanilla,1,1,0,10949
Nicole,Watson,151.33,Norway,Pistachio,1,3,0,4504
Kevin,Gonzalez,163.62,France,Pistachio,0,1,0,6168
Thomas,Moore,167.58,Japan,Chocolate,0,0,1,5515
Thomas,Hernandez,180.1,Sweden,Mint,1,0,0,10056
Danielle,Jefferson,156.68,Germany,Chocolate,0,2,1,9667
Amy,Schneider,159.81,Italy,Stracciatella,0,1,1,14162
Rebecca,Francis,153.95,Italy,Stracciatella,0,3,0,8175
Laura,Bennett,161.74,Italy,Stracciatella,0,3,1,4316
Sherry,Rollins,157.48,Australia,Chocolate,0,1,1,7464
Aaron,Duran,185.98,Canada,Chocolate,1,1,1,8100
Jessica,Peck,163.53,Brazil,Strawberry,0,0,0,8767
Stacey,Bowman,176.91,Brazil,Strawberry,0,1,1,4642
Michael,Hicks,170.18,Australia,Vanilla,1,0,0,5876
Jennifer,Hayes,170.04,China,Strawberry,1,0,0,5535
Samantha,Davis,164.09,France,Stracciatella,0,2,0,11300
George,Ward,177.7,Sweden,Mint,1,5,0,12739
Aaron,Duarte,171.54,UK,Pistachio,0,3,1,4911
Cynthia,Church,170.97,France,Mint,0,1,1,8680
Andrew,Tanner,164.07,Canada,Chocolate,0,0,1,1273
David,Dougherty,165.7,Italy,Chocolate,0,3,0,10497
James,Porter,175.89,USA,Mint,0,2,0,4167
Barbara,Evans,172.3,China,Pistachio,0,0,1,12732
Michael,Torres,171.23,Brazil,Strawberry,0,0,0,2881
Victoria,Smith,162.46,Australia,Strawberry,0,0,0,9325
William,York,189.44,Brazil,Stracciatella,0,0,0,7044
Allen,Lloyd,165.2,UK,Chocolate,1,1,1,9621
Jesse,Marquez,169.7,Italy,Stracciatella,0,0,1,9175
Natalie,Robinson,168.13,China,Pistachio,0,2,0,4896
Robert,Salazar,189.55,Norway,Chocolate,1,4,1,8190
Amy,Jimenez,167.09,Australia,Strawberry,0,0,0,5814
Ashley,Gonzales,166.18,Germany,Mint,0,2,0,4961
Jesse,Miller,171.18,China,Strawberry,1,0,0,2720
Nicole,Allen,163.06,Norway,Stracciatella,0,1,0,2597
Emily,Hernandez,171.12,Sweden,Mint,1,1,0,6840
Donald,Clayton,193.72,UK,Chocolate,0,2,1,5912
Kyle,Doyle,173.0,China,Mint,0,2,1,13977
Brandon,Duke,172.63,Italy,Vanilla,1,1,0,5527
Amanda,Castro,162.82,Finland,Mint,1,2,0,11043
Keith,Harper,187.09,China,Vanilla,0,0,0,8650
